profile_id,template_id,condition,target_party,day,position,post_id,topic,polarity,access_code
P003,0,satirical,D,1,1,2038685980300108067,cost of living,center,b049a4b08631
P003,0,satirical,D,1,2,2058866463109427266,healthcare,center,dfaa664376c1
P003,0,satirical,D,1,3,2066289643717546452,lgbt,center,e3161f9cd069
P003,0,satirical,D,1,4,2064072901695877340,lgbt,positive,0e268720d163
P003,0,satirical,D,1,5,2014544874226307121,immigration,positive,528b317906b6
P003,0,satirical,D,1,6,2055452255545933938,race,negative,0f222798b528
P003,0,satirical,D,1,7,2017639636378812591,healthcare,negative,9ce03e29b762
P003,0,satirical,D,1,8,2066229248239562974,religion,positive,9ec5fcc7b00f
P003,0,satirical,D,1,9,2023767447590064459,religion,negative,1dfa84c9b6ac
P003,0,satirical,D,1,10,2067652478103855158,cost of living,negative,2eda9dc9e876
P003,0,satirical,D,1,11,2059106745373352239,race,positive,7505bd622da1
P003,0,satirical,D,1,12,2016288383350325373,immigration,center,26b405a365f7
P003,0,satirical,D,2,1,2043684847370047538,race,center,91b32047c7c3
P003,0,satirical,D,2,2,2015202988923711951,immigration,negative,82815e27d984
P003,0,satirical,D,2,3,2035355458945573186,race,negative,49ff0f07243a
P003,0,satirical,D,2,4,2016222191239758090,immigration,positive,c886f1d7a64e
P003,0,satirical,D,2,5,2040935013126918193,healthcare,center,89b0d0fb49fe
P003,0,satirical,D,2,6,2041118698639945809,cost of living,positive,60ecc6485026
P003,0,satirical,D,2,7,2068769932410749379,healthcare,positive,c74b29167631
P003,0,satirical,D,2,8,2033225702015746060,lgbt,negative,6f4b04bb9a97
P003,0,satirical,D,2,9,2052548863492272396,cost of living,center,876c3c98ae65
P003,0,satirical,D,2,10,2027134197630988392,lgbt,positive,726f23128f9e
P003,0,satirical,D,2,11,2044137131132469622,religion,center,1784cdc8e305
P003,0,satirical,D,2,12,2019817692161798164,religion,negative,38c556213c81
P003,0,satirical,D,3,1,2019095493540999307,religion,positive,824ac6723c1f
P003,0,satirical,D,3,2,2038073710993674647,religion,center,c0bbb8618a27
P003,0,satirical,D,3,3,2068204908306710636,race,center,a19fd2dd3d51
P003,0,satirical,D,3,4,2044566257811193983,cost of living,positive,1af87ba67084
P003,0,satirical,D,3,5,2015120379841298716,immigration,negative,9f0424b78bfe
P003,0,satirical,D,3,6,2044939011676840342,lgbt,negative,eec1b5f386d5
P003,0,satirical,D,3,7,2013888094349434888,immigration,center,540e554ec444
P003,0,satirical,D,3,8,2032022382068535386,lgbt,center,b0d995985250
P003,0,satirical,D,3,9,2032575368977101031,race,positive,e8b92b9360e6
P003,0,satirical,D,3,10,2025036200113766559,healthcare,positive,277a4bb13d95
P003,0,satirical,D,3,11,2052901365349769365,healthcare,negative,ee4ec34ac6dd
P003,0,satirical,D,3,12,2024130723003646245,cost of living,negative,177310eb28cc
P004,0,control,R,1,1,2038685980300108067,cost of living,center,e2b882844f7c
P004,0,control,R,1,2,2058866463109427266,healthcare,center,22fc3daebe11
P004,0,control,R,1,3,2066289643717546452,lgbt,center,0996469c4569
P004,0,control,R,1,4,2064072901695877340,lgbt,positive,e6d5d90c333d
P004,0,control,R,1,5,2014544874226307121,immigration,positive,3265263a61bd
P004,0,control,R,1,6,2055452255545933938,race,negative,44728084ee3e
P004,0,control,R,1,7,2017639636378812591,healthcare,negative,6c3485c51b86
P004,0,control,R,1,8,2066229248239562974,religion,positive,99eec624874a
P004,0,control,R,1,9,2023767447590064459,religion,negative,8af4fdf4a911
P004,0,control,R,1,10,2067652478103855158,cost of living,negative,db9f6d554d85
P004,0,control,R,1,11,2059106745373352239,race,positive,3297f42c8e7f
P004,0,control,R,1,12,2016288383350325373,immigration,center,9b9624553567
P004,0,control,R,2,1,2043684847370047538,race,center,2276d320bada
P004,0,control,R,2,2,2015202988923711951,immigration,negative,050b5a1ff055
P004,0,control,R,2,3,2035355458945573186,race,negative,d8c4423e9809
P004,0,control,R,2,4,2016222191239758090,immigration,positive,f0a6413f75da
P004,0,control,R,2,5,2040935013126918193,healthcare,center,25688695fdb1
P004,0,control,R,2,6,2041118698639945809,cost of living,positive,eed332ba6dac
P004,0,control,R,2,7,2068769932410749379,healthcare,positive,0c65baf9358c
P004,0,control,R,2,8,2033225702015746060,lgbt,negative,7b7729842c08
P004,0,control,R,2,9,2052548863492272396,cost of living,center,88b413c8aca0
P004,0,control,R,2,10,2027134197630988392,lgbt,positive,113515d3a09e
P004,0,control,R,2,11,2044137131132469622,religion,center,b8757796d57b
P004,0,control,R,2,12,2019817692161798164,religion,negative,874b11f2f4b3
P004,0,control,R,3,1,2019095493540999307,religion,positive,827c64fcdf29
P004,0,control,R,3,2,2038073710993674647,religion,center,c9c8a757217c
P004,0,control,R,3,3,2068204908306710636,race,center,084b5c70539c
P004,0,control,R,3,4,2044566257811193983,cost of living,positive,4a4de183b7c3
P004,0,control,R,3,5,2015120379841298716,immigration,negative,e5c7b0f077af
P004,0,control,R,3,6,2044939011676840342,lgbt,negative,a7a437b4e4a3
P004,0,control,R,3,7,2013888094349434888,immigration,center,2117560684f2
P004,0,control,R,3,8,2032022382068535386,lgbt,center,a688c4af05f9
P004,0,control,R,3,9,2032575368977101031,race,positive,688b56a9f1ca
P004,0,control,R,3,10,2025036200113766559,healthcare,positive,af1fc0143ed4
P004,0,control,R,3,11,2052901365349769365,healthcare,negative,4c488d4796a5
P004,0,control,R,3,12,2024130723003646245,cost of living,negative,f832b79bca40
P005,1,neutral,R,1,1,2020960914934202661,race,positive,83fce9e3c186
P005,1,neutral,R,1,2,2022347961032913384,immigration,center,a24ab31f4227
P005,1,neutral,R,1,3,2030055833501847644,healthcare,negative,949de189056b
P005,1,neutral,R,1,4,2068320231370760588,lgbt,center,c76ebe7943fd
P005,1,neutral,R,1,5,2053207384709849239,healthcare,center,d72b5a344a1c
P005,1,neutral,R,1,6,2040813967858180378,immigration,positive,f82094827700
P005,1,neutral,R,1,7,2041920238510317941,religion,positive,47ff2b31a3c5
P005,1,neutral,R,1,8,2052135182979977694,cost of living,center,3a9a3781ca72
P005,1,neutral,R,1,9,2037611108274438264,cost of living,negative,27f9751c1e52
P005,1,neutral,R,1,10,2026557659457921339,lgbt,positive,48b09be95944
P005,1,neutral,R,1,11,2058187125112156204,religion,negative,c7053cd98101
P005,1,neutral,R,1,12,2064809064148644131,race,negative,aa23b1d017e9
P005,1,neutral,R,2,1,2014785971804410061,healthcare,positive,74d58be8de1c
P005,1,neutral,R,2,2,2049757717212909864,immigration,negative,a58dfe5dffc1
P005,1,neutral,R,2,3,2023859016485781841,race,center,500feca73d21
P005,1,neutral,R,2,4,2061759253489099129,race,negative,4330576a5e04
P005,1,neutral,R,2,5,2066223100258087186,religion,center,bdedcfc34a13
P005,1,neutral,R,2,6,2056742394112929947,lgbt,negative,e634d5644b1b
P005,1,neutral,R,2,7,2027140411693969846,healthcare,center,b5864b280a04
P005,1,neutral,R,2,8,2038293464421691402,religion,negative,bbb181ea7e89
P005,1,neutral,R,2,9,2037954578382000557,lgbt,positive,3385ef6553f9
P005,1,neutral,R,2,10,2034400685371081055,cost of living,center,b7aa3c4b5230
P005,1,neutral,R,2,11,2047306788836667731,cost of living,positive,7da25c230f3f
P005,1,neutral,R,2,12,2039586937590149419,immigration,positive,46bfd91d52df
P005,1,neutral,R,3,1,2016298215297974640,immigration,negative,81038ffb8771
P005,1,neutral,R,3,2,2050263027526578550,cost of living,negative,43480bc6eb77
P005,1,neutral,R,3,3,2032609562658734469,immigration,center,e375bfff92cb
P005,1,neutral,R,3,4,2016511641827914005,religion,positive,c489617b7d5e
P005,1,neutral,R,3,5,2045913560014885342,cost of living,positive,40f23a81e0bb
P005,1,neutral,R,3,6,2054497824377909410,religion,center,0ae7a85583fb
P005,1,neutral,R,3,7,2043602195019678091,healthcare,positive,700e71a15acf
P005,1,neutral,R,3,8,2024103395024392545,lgbt,negative,0a7a57b8b813
P005,1,neutral,R,3,9,2016954023190950396,healthcare,negative,1f2a0845fcbe
P005,1,neutral,R,3,10,2033717453448950223,race,positive,d2fcdcbafb0e
P005,1,neutral,R,3,11,2066745792182763663,lgbt,center,b27cd7042e89
P005,1,neutral,R,3,12,2025921668103766343,race,center,25071c4736ea
P006,1,agreeable,D,1,1,2020960914934202661,race,positive,8144d769bad2
P006,1,agreeable,D,1,2,2022347961032913384,immigration,center,b77b8be10739
P006,1,agreeable,D,1,3,2030055833501847644,healthcare,negative,897014436825
P006,1,agreeable,D,1,4,2068320231370760588,lgbt,center,901dfdaf91bf
P006,1,agreeable,D,1,5,2053207384709849239,healthcare,center,1d40a8ac2fef
P006,1,agreeable,D,1,6,2040813967858180378,immigration,positive,76bf0bc601a4
P006,1,agreeable,D,1,7,2041920238510317941,religion,positive,7f420b9d925d
P006,1,agreeable,D,1,8,2052135182979977694,cost of living,center,94c75895d32d
P006,1,agreeable,D,1,9,2037611108274438264,cost of living,negative,fc55f85f6855
P006,1,agreeable,D,1,10,2026557659457921339,lgbt,positive,47e8040b0b68
P006,1,agreeable,D,1,11,2058187125112156204,religion,negative,bc1dda628418
P006,1,agreeable,D,1,12,2064809064148644131,race,negative,e4cca3e9beb8
P006,1,agreeable,D,2,1,2014785971804410061,healthcare,positive,e8d74796b941
P006,1,agreeable,D,2,2,2049757717212909864,immigration,negative,2c64b2f1820d
P006,1,agreeable,D,2,3,2023859016485781841,race,center,8e55ed39df48
P006,1,agreeable,D,2,4,2061759253489099129,race,negative,337176235bfa
P006,1,agreeable,D,2,5,2066223100258087186,religion,center,b38226b38e61
P006,1,agreeable,D,2,6,2056742394112929947,lgbt,negative,36c96ec11845
P006,1,agreeable,D,2,7,2027140411693969846,healthcare,center,3930eb212a96
P006,1,agreeable,D,2,8,2038293464421691402,religion,negative,9bc8c3d11d79
P006,1,agreeable,D,2,9,2037954578382000557,lgbt,positive,f9c3a0a85f39
P006,1,agreeable,D,2,10,2034400685371081055,cost of living,center,ca792c4a7b59
P006,1,agreeable,D,2,11,2047306788836667731,cost of living,positive,e0205f37bf2d
P006,1,agreeable,D,2,12,2039586937590149419,immigration,positive,a577d7aea862
P006,1,agreeable,D,3,1,2016298215297974640,immigration,negative,c60db0efaf61
P006,1,agreeable,D,3,2,2050263027526578550,cost of living,negative,0a17f03c55a3
P006,1,agreeable,D,3,3,2032609562658734469,immigration,center,5f7b34684886
P006,1,agreeable,D,3,4,2016511641827914005,religion,positive,563d5f145b72
P006,1,agreeable,D,3,5,2045913560014885342,cost of living,positive,e89dd76014fb
P006,1,agreeable,D,3,6,2054497824377909410,religion,center,634a3b2008fe
P006,1,agreeable,D,3,7,2043602195019678091,healthcare,positive,99f0231fb373
P006,1,agreeable,D,3,8,2024103395024392545,lgbt,negative,f3d35608616d
P006,1,agreeable,D,3,9,2016954023190950396,healthcare,negative,30003ce9be98
P006,1,agreeable,D,3,10,2033717453448950223,race,positive,b794f921d6ad
P006,1,agreeable,D,3,11,2066745792182763663,lgbt,center,983f0a7506ce
P006,1,agreeable,D,3,12,2025921668103766343,race,center,fca1e101c606
P007,1,satirical,D,1,1,2020960914934202661,race,positive,afcf70367c19
P007,1,satirical,D,1,2,2022347961032913384,immigration,center,03b5790e3d61
P007,1,satirical,D,1,3,2030055833501847644,healthcare,negative,50e7da1224c2
P007,1,satirical,D,1,4,2068320231370760588,lgbt,center,6e61891d8938
P007,1,satirical,D,1,5,2053207384709849239,healthcare,center,9d2643c5704c
P007,1,satirical,D,1,6,2040813967858180378,immigration,positive,2122b899ec0c
P007,1,satirical,D,1,7,2041920238510317941,religion,positive,1bdebb181e1a
P007,1,satirical,D,1,8,2052135182979977694,cost of living,center,db4a60376a39
P007,1,satirical,D,1,9,2037611108274438264,cost of living,negative,542cfb5237a2
P007,1,satirical,D,1,10,2026557659457921339,lgbt,positive,fa0a309c411f
P007,1,satirical,D,1,11,2058187125112156204,religion,negative,2530dcc48817
P007,1,satirical,D,1,12,2064809064148644131,race,negative,f303410f31f5
P007,1,satirical,D,2,1,2014785971804410061,healthcare,positive,d43e6eae3a3c
P007,1,satirical,D,2,2,2049757717212909864,immigration,negative,e4dc7b0e5ab1
P007,1,satirical,D,2,3,2023859016485781841,race,center,e68b88f80faa
P007,1,satirical,D,2,4,2061759253489099129,race,negative,3bfa5eac5193
P007,1,satirical,D,2,5,2066223100258087186,religion,center,c9870ce9774c
P007,1,satirical,D,2,6,2056742394112929947,lgbt,negative,5b64d2681c2f
P007,1,satirical,D,2,7,2027140411693969846,healthcare,center,0c98973298ee
P007,1,satirical,D,2,8,2038293464421691402,religion,negative,cf153733581e
P007,1,satirical,D,2,9,2037954578382000557,lgbt,positive,254fab76d6ea
P007,1,satirical,D,2,10,2034400685371081055,cost of living,center,96a1b93b06d9
P007,1,satirical,D,2,11,2047306788836667731,cost of living,positive,50c6b9cc8cac
P007,1,satirical,D,2,12,2039586937590149419,immigration,positive,e2da1495f671
P007,1,satirical,D,3,1,2016298215297974640,immigration,negative,6cc8162512d7
P007,1,satirical,D,3,2,2050263027526578550,cost of living,negative,3f2423a6f71e
P007,1,satirical,D,3,3,2032609562658734469,immigration,center,ddbe59ba2cea
P007,1,satirical,D,3,4,2016511641827914005,religion,positive,cfc2db41fe14
P007,1,satirical,D,3,5,2045913560014885342,cost of living,positive,ea45bfdf3a9f
P007,1,satirical,D,3,6,2054497824377909410,religion,center,5c933698f0b1
P007,1,satirical,D,3,7,2043602195019678091,healthcare,positive,5c8670dd54e3
P007,1,satirical,D,3,8,2024103395024392545,lgbt,negative,f222331db930
P007,1,satirical,D,3,9,2016954023190950396,healthcare,negative,9a18648f2339
P007,1,satirical,D,3,10,2033717453448950223,race,positive,e09440dce781
P007,1,satirical,D,3,11,2066745792182763663,lgbt,center,fa5ec3e6a305
P007,1,satirical,D,3,12,2025921668103766343,race,center,8922661edd5a
P008,1,control,R,1,1,2020960914934202661,race,positive,c98776684c59
P008,1,control,R,1,2,2022347961032913384,immigration,center,f877d706b4f1
P008,1,control,R,1,3,2030055833501847644,healthcare,negative,a3016c825667
P008,1,control,R,1,4,2068320231370760588,lgbt,center,4890a99edab4
P008,1,control,R,1,5,2053207384709849239,healthcare,center,73c9c5c63eab
P008,1,control,R,1,6,2040813967858180378,immigration,positive,b2868ba5868e
P008,1,control,R,1,7,2041920238510317941,religion,positive,264737119637
P008,1,control,R,1,8,2052135182979977694,cost of living,center,65942ea988ec
P008,1,control,R,1,9,2037611108274438264,cost of living,negative,93e1a352779e
P008,1,control,R,1,10,2026557659457921339,lgbt,positive,275e03e00ad4
P008,1,control,R,1,11,2058187125112156204,religion,negative,ae5019f348fd
P008,1,control,R,1,12,2064809064148644131,race,negative,865c6a2e13eb
P008,1,control,R,2,1,2014785971804410061,healthcare,positive,8a2b46d1d29b
P008,1,control,R,2,2,2049757717212909864,immigration,negative,336844dfe846
P008,1,control,R,2,3,2023859016485781841,race,center,cd1654869ecc
P008,1,control,R,2,4,2061759253489099129,race,negative,0f55c959e202
P008,1,control,R,2,5,2066223100258087186,religion,center,9c1efdbd6d79
P008,1,control,R,2,6,2056742394112929947,lgbt,negative,aefde5044bd3
P008,1,control,R,2,7,2027140411693969846,healthcare,center,02108e4ce8ee
P008,1,control,R,2,8,2038293464421691402,religion,negative,ebfad971d165
P008,1,control,R,2,9,2037954578382000557,lgbt,positive,44122adeafbd
P008,1,control,R,2,10,2034400685371081055,cost of living,center,57f4b75ef559
P008,1,control,R,2,11,2047306788836667731,cost of living,positive,2f6eae4999be
P008,1,control,R,2,12,2039586937590149419,immigration,positive,6d6b5fb240d5
P008,1,control,R,3,1,2016298215297974640,immigration,negative,67a3689d5a61
P008,1,control,R,3,2,2050263027526578550,cost of living,negative,af81245c5e18
P008,1,control,R,3,3,2032609562658734469,immigration,center,db1c39ab84a8
P008,1,control,R,3,4,2016511641827914005,religion,positive,68284b646127
P008,1,control,R,3,5,2045913560014885342,cost of living,positive,79996d015d6f
P008,1,control,R,3,6,2054497824377909410,religion,center,e3d5aa5843e9
P008,1,control,R,3,7,2043602195019678091,healthcare,positive,e3eb5ef28e3a
P008,1,control,R,3,8,2024103395024392545,lgbt,negative,04dad9268c06
P008,1,control,R,3,9,2016954023190950396,healthcare,negative,f1117c5e0014
P008,1,control,R,3,10,2033717453448950223,race,positive,147f6b9eb8ed
P008,1,control,R,3,11,2066745792182763663,lgbt,center,ca457318794d
P008,1,control,R,3,12,2025921668103766343,race,center,f44da7f1bd31
P009,2,neutral,R,1,1,2039759163870343353,lgbt,positive,d65b0abfcbaf
P009,2,neutral,R,1,2,2021354035497079056,immigration,positive,593c28c3e603
P009,2,neutral,R,1,3,2028957362741272931,immigration,center,ff0960ef685f
P009,2,neutral,R,1,4,2036905319779942584,lgbt,center,18ae13a4e5a6
P009,2,neutral,R,1,5,2044464555326378467,healthcare,center,8010d6f11e1c
P009,2,neutral,R,1,6,2009783869499728020,religion,positive,a67bf5f03571
P009,2,neutral,R,1,7,2017903979405910149,race,positive,2fb1d0158498
P009,2,neutral,R,1,8,2012042341612396897,race,negative,a26a77c8c542
P009,2,neutral,R,1,9,2011986754627387863,cost of living,center,5c54c1f8ef16
P009,2,neutral,R,1,10,2044112430670721535,religion,negative,a007f6564596
P009,2,neutral,R,1,11,2025614961959997868,healthcare,negative,39809afaebfa
P009,2,neutral,R,1,12,2051326933342769454,cost of living,negative,907e4c2fb884
P009,2,neutral,R,2,1,2046272688042147890,race,negative,3b74f19e918d
P009,2,neutral,R,2,2,2067837054596092030,healthcare,positive,d45018327308
P009,2,neutral,R,2,3,2056848180910891440,cost of living,center,d8edcbad24e0
P009,2,neutral,R,2,4,2036892542676144131,lgbt,negative,9201e3630ff5
P009,2,neutral,R,2,5,2067622979983307080,healthcare,center,f5636d964d0d
P009,2,neutral,R,2,6,2015551070626287917,lgbt,positive,fa7d58ffef74
P009,2,neutral,R,2,7,2018962731425239041,religion,negative,68b3de921072
P009,2,neutral,R,2,8,2049472760842441162,immigration,positive,ddc2c722d849
P009,2,neutral,R,2,9,2068856809851338866,race,center,79346dcb2dbd
P009,2,neutral,R,2,10,2049949333122937068,cost of living,positive,474ba122b613
P009,2,neutral,R,2,11,2011478828896370911,religion,center,ca506621b848
P009,2,neutral,R,2,12,2043724976360968317,immigration,negative,1aad2c924465
P009,2,neutral,R,3,1,2023622968195379518,race,positive,42b6fc23eb46
P009,2,neutral,R,3,2,2017608736903147670,religion,positive,dd5f5c3114bd
P009,2,neutral,R,3,3,2032907379109474805,lgbt,center,af2583c950c9
P009,2,neutral,R,3,4,2064450977009213826,race,center,0ceb447bedf8
P009,2,neutral,R,3,5,2025667098714739006,lgbt,negative,36d14c1a37d5
P009,2,neutral,R,3,6,2022107827532443811,healthcare,negative,33f503343f71
P009,2,neutral,R,3,7,2057084694991114514,cost of living,positive,02036726a05d
P009,2,neutral,R,3,8,2046585043263344943,cost of living,negative,97951d9fd51b
P009,2,neutral,R,3,9,2030205240713122081,religion,center,c66630bc02fa
P009,2,neutral,R,3,10,2012202324991635495,immigration,negative,b11f041a5967
P009,2,neutral,R,3,11,2035008470668472461,healthcare,positive,887fdfc4f181
P009,2,neutral,R,3,12,2044471454972961117,immigration,center,d392f53db4aa
P010,2,agreeable,D,1,1,2039759163870343353,lgbt,positive,6e60503f28d1
P010,2,agreeable,D,1,2,2021354035497079056,immigration,positive,150211f5e8bc
P010,2,agreeable,D,1,3,2028957362741272931,immigration,center,f4896470e1be
P010,2,agreeable,D,1,4,2036905319779942584,lgbt,center,6ab196d00e66
P010,2,agreeable,D,1,5,2044464555326378467,healthcare,center,9088d9335083
P010,2,agreeable,D,1,6,2009783869499728020,religion,positive,9f7f42f893f2
P010,2,agreeable,D,1,7,2017903979405910149,race,positive,1af0153154ee
P010,2,agreeable,D,1,8,2012042341612396897,race,negative,d12c83687e91
P010,2,agreeable,D,1,9,2011986754627387863,cost of living,center,1f2cb9e825b3
P010,2,agreeable,D,1,10,2044112430670721535,religion,negative,e8ef70ff8946
P010,2,agreeable,D,1,11,2025614961959997868,healthcare,negative,ee6834d17b9b
P010,2,agreeable,D,1,12,2051326933342769454,cost of living,negative,c2435173816d
P010,2,agreeable,D,2,1,2046272688042147890,race,negative,71e74bf74155
P010,2,agreeable,D,2,2,2067837054596092030,healthcare,positive,29c4439fb204
P010,2,agreeable,D,2,3,2056848180910891440,cost of living,center,c88e0deda6ce
P010,2,agreeable,D,2,4,2036892542676144131,lgbt,negative,9f7adb1e8fe1
P010,2,agreeable,D,2,5,2067622979983307080,healthcare,center,da0aac8ceef2
P010,2,agreeable,D,2,6,2015551070626287917,lgbt,positive,d69817e84458
P010,2,agreeable,D,2,7,2018962731425239041,religion,negative,990d8c333517
P010,2,agreeable,D,2,8,2049472760842441162,immigration,positive,39048cc5d47f
P010,2,agreeable,D,2,9,2068856809851338866,race,center,e01bff52a27e
P010,2,agreeable,D,2,10,2049949333122937068,cost of living,positive,b40859bc8744
P010,2,agreeable,D,2,11,2011478828896370911,religion,center,98e27360d450
P010,2,agreeable,D,2,12,2043724976360968317,immigration,negative,c3b4283ed68c
P010,2,agreeable,D,3,1,2023622968195379518,race,positive,40435fc70403
P010,2,agreeable,D,3,2,2017608736903147670,religion,positive,07658639dc0d
P010,2,agreeable,D,3,3,2032907379109474805,lgbt,center,8f2456797d1c
P010,2,agreeable,D,3,4,2064450977009213826,race,center,080b98bdab6d
P010,2,agreeable,D,3,5,2025667098714739006,lgbt,negative,dbc60639f58e
P010,2,agreeable,D,3,6,2022107827532443811,healthcare,negative,09d445ba53ef
P010,2,agreeable,D,3,7,2057084694991114514,cost of living,positive,82f70c37a61d
P010,2,agreeable,D,3,8,2046585043263344943,cost of living,negative,b673e7a75f6c
P010,2,agreeable,D,3,9,2030205240713122081,religion,center,94b05f169510
P010,2,agreeable,D,3,10,2012202324991635495,immigration,negative,9fe95f1da6bc
P010,2,agreeable,D,3,11,2035008470668472461,healthcare,positive,5b3d75555334
P010,2,agreeable,D,3,12,2044471454972961117,immigration,center,8b3c248112e7
P011,2,satirical,R,1,1,2039759163870343353,lgbt,positive,72c7697fbd0d
