id,edit_history_tweet_ids,text,polarity_condition,topic_condition,lang,created_at,tweetId,mislead_A,mislead_B,defend_A,defend_B,nA,nB,nMisleadingNotes,nNotMisleadingNotes,netStance_A,netStance_B,consensus,polarity,communityFlagged,polarity_abs
1653135622083584001,['1653135622083584001'],"Biological man: 

“It never ceases to amaze me, the number of Cisgendered women who need to be educated on the anatomy of their own body.”

“You don’t have to have a uterus to have a monthly cycle.” https://t.co/hTvipJCy4A",center,lgbt,en,2023-05-01T20:33:40.000Z,1653135622083584001,0.9473578194045452,0.7892548997347006,0.4568059529178266,0.3028427690764978,476,49,2,1,0.4905518664867185,0.4864121306582028,0.7892548997347006,0.004139736,TRUE,0.004139736
1707363948486332643,['1707363948486332643'],"For anyone who claims that trans women are not women...

According to you, one of the women in the photo is not a ""woman"". Is she the one on your left or the one on your right?

@elonmusk

@realDonaldTrump @MattWalshBlog @joerogan  @benshapiro @VaushV @jk_rowling
#trans https://t.co/6OhqzkS6nR",center,lgbt,en,2023-09-28T11:57:41.000Z,1707363948486332643,0.9919145290217608,0.9997898378196884,,,182,17,1,0,0.9919145290217608,0.9997898378196884,0.9919145290217608,-0.007875309,TRUE,0.007875309
1666228475424829442,['1666228475424829442'],"The California Senate approved $300 in weekly payments to illegal immigrants on Sunday, per FOX.",negative,immigration,en,2023-06-06T23:40:00.000Z,1666228475424829442,0.427882359,0.9902810272714412,0.9311233542587442,0.2114946779576634,114,76,1,1,-0.503240996,0.7787863493137777,0.427882359,-1.282027345,TRUE,1.2820273449838588
1606062249344307200,['1606062249344307200'],"18 Republican TRAITORS who voted for the $1.7 TRILLION omnimonster to send YOUR money to defend Ukraine’s border but NOT America’s border!

Blunt
Boozman
Capito
Collins
Cornyn
Cotton
Graham
Inhofe
Mitch McConnell
Moran
Murkowski
Portman
Romney
Rounds
Shelby
Thune
Wicker
Young https://t.co/KGAIGGa6lV",negative,immigration,en,2022-12-22T23:00:54.000Z,1606062249344307200,0.3669672496866253,0.9329081453043248,0.691498636,0.1279328999778182,120,171,2,1,-0.324531386,0.8049752453265065,0.3669672496866253,-1.129506632,TRUE,1.1295066318205202
1723362480502530430,['1723362480502530430'],"Poland, a patriotic European nation. 
No immigration. 
No multiculturalism. 
No diversity. https://t.co/ylhGINULeu",negative,immigration,en,2023-11-11T15:30:08.000Z,1723362480502530430,0.4485373334162206,0.970685698,0.506131605,0.063245377,174,169,2,2,-0.057594272,0.9074403210729588,0.4485373334162206,-0.965034593,TRUE,0.9650345931303412
1764975725373775980,['1764975725373775980'],"BREAKING: Federal appeals court allows Texas immigration law to take effect. 

Law enforcement officers in Texas are now authorized to arrest &amp; jail any illegal immigrants crossing the border.

Do you support this?

Yes or No https://t.co/Gs7iOjR3YA",negative,immigration,en,2024-03-05T11:26:19.000Z,1764975725373775980,0.8373729989804105,0.9067334174233508,0.9657344944191136,0.1242880282419238,71,51,3,2,-0.128361495,0.7824453891814268,0.8373729989804105,-0.910806885,TRUE,0.910806885
1650932061140668416,['1650932061140668416'],"Jean-Pierre: ""[Republicans] are fighting to put fentanyl on the street by defunding border patrol... The only things House Republicans are committed to giving Americans are increased crime, lower economic growth, and more manufacturing jobs sent back to China."" https://t.co/cyWZG79Inq",positive,immigration,en,2023-04-25T18:37:30.000Z,1650932061140668416,0.980311279,0.4006395057656465,3.58072747292287e-06,0.9199475191157488,1448,129,3,1,0.9803076987666252,-0.519308013,0.4006395057656465,1.4996157121167273,TRUE,1.4996157121167273
1653129462182187009,['1653129462182187009'],"Karine Jean-Pierre: ""When it comes to illegal migration, you have seen it come down by more than 90%, and that’s because of the actions that this president has taken."" https://t.co/SQLYz1Jawc",positive,immigration,en,2023-05-01T20:09:12.000Z,1653129462182187009,0.9691029815582506,0.6333798406417743,0.02924088,0.4209907778359976,694,49,4,1,0.9398621015097676,0.2123890628057766,0.6333798406417743,0.7274730387039907,TRUE,0.7274730387039907
1816142238000505246,['1816142238000505246'],"a. This isn’t true. The “Biden put Harris in charge of the border” narrative is made up. 

b. Harris supported the bipartisan border security bill that would have fixed the problem. Trump killed it. 

c. Border crossings are lower now than in Trump’s last non-pandemic summer. https://t.co/8jvp113yeh",positive,immigration,en,2024-07-24T16:03:46.000Z,1816142238000505246,0.9805458160849844,0.3670007246845576,0.7034785126508846,0.7147123310955833,1232,53,3,2,0.2770673034340997,-0.347711606,0.3670007246845576,0.6247789098451253,TRUE,0.6247789098451253
1534722484280381440,['1534722484280381440'],"The Supreme Court just ruled that Border Patrol can enter any home without a warrant and assault you, within 100 miles of the border. And no, you have zero federal protections if they do so. 

The area in yellow is affected. https://t.co/TsfAAvM974",positive,immigration,en,2022-06-09T02:22:08.000Z,1534722484280381440,0.9485531245045512,0.6053926893348747,,,8,58,4,0,0.9485531245045512,0.6053926893348747,0.6053926893348747,0.3431604351696765,TRUE,0.3431604351696765
1750994033726681112,['1750994033726681112'],"❗🚨🚨🇺🇲⚡#BREAKING | American War: 

🚨 Texas Governor Greg Abbott: ""We are preparing for direct armed conflict with the federal government."" 

Video shows Farmers gathering in Texas on the border with Mexico to defend the borders from Biden's agents. https://t.co/TmcDDd38rJ",center,immigration,en,2024-01-26T21:28:04.000Z,1750994033726681112,1,1,,,4,12,1,0,1,1,1,0,TRUE,0
1655541503240941570,['1655541503240941570'],"If those were Russians going towards Ukraine border America would send additional billions of dollars and call it the biggest invasion. Since these are migrants making their way to U.S. is not such a big deal to Biden and his regime. 

Your government hates you! https://t.co/2FjqM9fuev",center,immigration,en,2023-05-08T11:53:47.000Z,1655541503240941570,0.9816038631382574,0.982452017,,,21,23,1,0,0.9816038631382574,0.982452017,0.9816038631382574,-0.000848154,TRUE,0.000848154
1749168632431841535,['1749168632431841535'],Arizona: Reports of vehicles smashing through the border filled with illegal foreign criminals. https://t.co/6L83hcAS9b,center,immigration,en,2024-01-21T20:34:34.000Z,1749168632431841535,0.9890522708509032,0.9907826985846472,,,28,27,1,0,0.9890522708509032,0.9907826985846472,0.9890522708509032,-0.001730428,TRUE,0.001730428
1657606686876598274,['1657606686876598274'],Homeless vets are being booted from NY hotels to make room for migrants: advocates https://t.co/vip5GUINkW https://t.co/INR6eignsc,center,immigration,en,2023-05-14T04:40:05.000Z,1657606686876598274,0.9944303012245164,0.999981846,,,26,9,1,0,0.9944303012245164,0.999981846,0.9944303012245164,-0.005551545,TRUE,0.005551545
1690084401030529028,['1690084401030529028'],"The FDA has now endorsed treating COVID with Ivermectin! The FDA has blood on its hands. How many Americans senselessly died because Big Medicine called this cheap, readily available Nobel Prize winning medicine horse paste?

Thank you Ron Johnson your leadership and bravery. https://t.co/m0d6EonC5Q",negative,healthcare,en,2023-08-11T19:34:56.000Z,1690084401030529028,0.2663537448066496,0.952053996,0.9999999810978762,0.00135467,825,423,5,1,-0.733646236,0.9506993262873448,0.2663537448066496,-1.684345563,TRUE,1.6843455625785713
1661421368703844376,['1661421368703844376'],"HOLY. MOTHER. OF. GOD.

From the WHO site itself.

Covid-19 vaccination can induce multiple sclerosis via cross-reactive CD4+ T cells recognizing SARS-CoV-2 spike protein and myelin peptides https://t.co/RHiq7u1zAa",negative,healthcare,en,2023-05-24T17:18:16.000Z,1661421368703844376,0.3037299615799015,0.9726409805345264,1,4.645946274167337e-11,265,103,3,1,-0.696270038,0.9726409804880668,0.3037299615799015,-1.668911019,TRUE,1.6689110189081653
1723351125229760568,['1723351125229760568'],Vaccines will do the job slowly and quietly. Hardly anyone will even know it's a holocaust.,negative,healthcare,en,2023-11-11T14:45:01.000Z,1723351125229760568,0.2832342803832504,0.9190150832154133,0.9999999402780136,9.756896904014331e-15,140,123,3,1,-0.71676566,0.9190150832154034,0.2832342803832504,-1.635780743,TRUE,1.6357807431101667
1740096482366341435,['1740096482366341435'],"mRNA Shedding is Real, Cancer, &amp; the FDA Pfizer Moderna Big Pharma Cover-Up #Cancer #mRNA #vaccines #GeneTherapy #Pfizer #Moderna #FDA https://t.co/6XbWnJcgD9",negative,healthcare,en,2023-12-27T19:45:05.000Z,1740096482366341435,0.1221145296778397,0.9830161023956828,0.8382984988214733,0.3894568652545399,184,158,2,1,-0.716183969,0.593559237,0.1221145296778397,-1.309743206,TRUE,1.3097432062847765
1682368329535684608,['1682368329535684608'],Republicans LIED when they said they wouldn't send girls and women to prison for having an abortion. https://t.co/0YIkMIw37M,positive,healthcare,en,2023-07-21T12:34:01.000Z,1682368329535684608,0.982601457,0.4886489043654339,3.930147339411209e-05,0.9999999999999396,398,238,3,2,0.982562155,-0.511351096,0.4886489043654339,1.4939132508640798,TRUE,1.4939132508640798
1655656702614577167,['1655656702614577167'],"NEW: Today, I’m leading 11 AGs calling for federal action to address the health &amp; safety risks of gas stoves, which emit pollutants that have a disparate negative impact on children &amp; underserved communities and put DC residents at risk of asthma and other respiratory illnesses.",positive,healthcare,en,2023-05-08T19:31:33.000Z,1655656702614577167,0.9918267530797992,0.2815342041015194,0.375094485,0.9965175344301692,615,41,1,1,0.6167322681491301,-0.71498333,0.2815342041015194,1.3317155984777798,TRUE,1.3317155984777798
1682561196199927808,"['1682560660323049473', '1682561196199927808']",The Twitter community note at the bottom of the tweet is stupid. Putting women in jail for concealing an abortion as compared to having an abortion is not the winning message that Republicans think it is. https://t.co/H40YEemmsI,positive,healthcare,en,2023-07-22T01:20:24.000Z,1682561196199927808,0.8825705680058394,0.5709972558581953,0.1904125453926463,0.7429452599567338,950,105,6,1,0.6921580226131931,-0.171948004,0.5709972558581953,0.8641060267117316,TRUE,0.8641060267117316
1427378419042500608,['1427378419042500608'],"This can't be said enough: The regeneron treatment DeSantis is pushing cost at least $1,250 per dose.

Covid-19 vaccines cost $0. https://t.co/HSdUGjTROc",positive,healthcare,en,2021-08-16T21:15:09.000Z,1427378419042500608,0.9991164336646208,0.2079806179218163,,,14,5,2,0,0.9991164336646208,0.2079806179218163,0.2079806179218163,0.7911358157428044,TRUE,0.7911358157428044
1375104800451399680,['1375104800451399680'],"If Vaccines work - why are we continuing to lockdown people who have had them?

If Vaccines don't work - why are we insisting that vaccine passports are required, to enter pubs for example?

Which is it?",center,healthcare,en,2021-03-25T15:18:27.000Z,1375104800451399680,1,1,,,1,4,1,0,1,1,1,0,TRUE,0
1407552010849685507,['1407552010849685507'],"""Death rate from variant COVID virus six times higher for vaccinated than unvaccinated, UK health data show.
Hospitalizations are also higher among thousands of fully vaccinated individuals who test positive for the Delta COVID ‘variant of concern.’""
Gosh!
https://t.co/qCclp4v1jV",center,healthcare,en,2021-06-23T04:12:05.000Z,1407552010849685507,1,1,,,1,3,1,0,1,1,1,0,TRUE,0
1410946337533726724,['1410946337533726724'],AND now with all this sex “education” more girls than ever are getting pregnant and abortion rates are out the roof... sooooooo what’s YOUR point? https://t.co/63R59iCPOc,center,healthcare,en,2021-07-02T12:59:55.000Z,1410946337533726724,1,1,,,2,34,1,0,1,1,1,0,TRUE,0
1427976489891471361,['1427976489891471361'],"If we’re now agreed that vaccines don’t prevent you from spreading or getting COVID, and the only benefit is reduced symptoms, it is a PERSONAL CHOICE.

All vaccine mandates are anti-science.",center,healthcare,en,2021-08-18T12:51:40.000Z,1427976489891471361,1,1,,,2,10,1,0,1,1,1,0,TRUE,0
1673740554847526912,['1673740554847526912'],This is where your tax money is going https://t.co/pVLm7d0zGK,negative,cost of living,en,2023-06-27T17:10:19.000Z,1673740554847526912,0.4053194350992934,0.7404515198598549,0.8637098734519733,0.000141626,77,66,2,1,-0.458390438,0.7403098935416904,0.4053194350992934,-1.198700332,TRUE,1.1987003318943703
1670442514778820610,['1670442514778820610'],"“We spent $16 trillion on the lockdowns. We got nothing for it. $8 trillion on the Ukraine war. That’s $24 trillion that they had to print to pay for nothing. That money, the way they’re paying it back, it’s a hidden tax called inflation, and it hits the poor and the middle https://t.co/Ic4VHoGnLt",negative,cost of living,en,2023-06-18T14:45:05.000Z,1670442514778820610,0.7896489110588367,0.9485321102887764,0.9999995566321298,0.048087391,535,892,5,2,-0.210350646,0.9004447189770377,0.7896489110588367,-1.110795365,TRUE,1.1107953645503308
1655402780171943938,['1655402780171943938'],"This invasion of the US is authorized by @JoeBiden’s @WhiteHouse and being supported by @SenSchumer @SpeakerPelosi and the @TheDemocrats @HouseDemocrats @SenateDems 

Who is going to financially support these people? The American taxpayer! 

I don’t give a damn what party you are https://t.co/rswBO0vPCj",negative,cost of living,en,2023-05-08T02:42:33.000Z,1655402780171943938,0.8751270535667316,0.9455681239048024,0.951792824,0.037405969,169,387,5,1,-0.07666577,0.9081621547111876,0.8751270535667316,-0.984827925,TRUE,0.984827925
1785065729911406800,['1785065729911406800'],"70% of Americans polled said they are in a bad place economically.

Personally I hate to see this, but it is great for a Trump victory in November.",negative,cost of living,en,2024-04-29T21:56:49.000Z,1785065729911406800,0.084974903,1,,,1,7,1,0,0.084974903,1,0.084974903,-0.915025097,TRUE,0.9150250966488016
1828808627995517087,['1828808627995517087'],The results are in: Venture Capital overwhelmingly supports Kamala Harris' opportunity economy. The @VCsForKamala team surveyed pledge signatories and found strong alignment across economic and social policy proposals. Read the full results at https://t.co/I9H0PHdBuu https://t.co/OUuYtSpRzn,positive,cost of living,en,2024-08-28T14:55:29.000Z,1828808627995517087,0.9586116083301178,0.1133385617357772,0.070884429,0.9981978483422674,223,21,3,1,0.8877271789795533,-0.884859287,0.1133385617357772,1.7725864655860435,TRUE,1.7725864655860435
1687526381331021824,['1687526381331021824'],"Our economy added 187,000 jobs last month, and we've added 13.4 million jobs since I took office.

That’s Bidenomics. https://t.co/o97NAH69d5",positive,cost of living,en,2023-08-04T18:10:16.000Z,1687526381331021824,0.9126297041399144,0.4215589016376006,6.713783805212422e-19,0.9999999027082832,126,76,3,1,0.9126297041399144,-0.578441001,0.4215589016376006,1.4910707052105967,TRUE,1.4910707052105967
1762848417288475038,['1762848417288475038'],".@Wendys is planning to try out “surge pricing” — that means you could pay more for your lunch, even if the cost to Wendy’s stays exactly the same. 

It’s price gouging plain and simple, and American families have had enough.https://t.co/dbJuhAM6vp",positive,cost of living,en,2024-02-28T14:33:09.000Z,1762848417288475038,0.916701814,0.5745239059554587,0.095035989,0.7929908122237328,364,196,2,1,0.8216658253335952,-0.218466906,0.5745239059554587,1.0401327316018694,TRUE,1.0401327316018694
1617265849986949124,['1617265849986949124'],"House Republicans have proposed a new 23% national sales tax on American families, increasing the prices of everything from groceries and gas to food and medicine.

American families need more breathing room. Not less.",positive,cost of living,en,2023-01-22T21:00:00.000Z,1617265849986949124,0.9826392613402452,0.5163464749308136,0.097562419,0.6154099869069987,1685,395,3,1,0.8850768428261068,-0.099063512,0.5163464749308136,0.9841403548022918,TRUE,0.9841403548022918
1463168201056038912,['1463168201056038912'],"The Build Back Better Act will cap out-of-pocket insulin costs at $35 per month. 

Thinking of Alec Smith, a Minnesota restaurant manager who tragically passed away because he couldn’t afford the cost of his insulin.

This insulin cap is for him and so many others.",center,cost of living,en,2021-11-23T15:30:58.000Z,1463168201056038912,1,1,,,1,3,1,0,1,1,1,0,TRUE,0
1765408001760858340,['1765408001760858340'],Texas residents have complained that industrial-scale bitcoin mines are driving up energy prices and destroying the quality of life of those living nearby. https://t.co/TDzW6F1nfq,center,cost of living,en,2024-03-06T16:04:01.000Z,1765408001760858340,1,1,,,20,8,1,0,1,1,1,0,TRUE,0
1822800167831044164,['1822800167831044164'],"A few years after the US began deploying the $1.7 trillion F-35 fighter jet, unmanned vehicles made the plane partially obsolete. That money could have eradicated all American student loan debt or covered half the annual cost of a national health system. https://t.co/bUigYbJAS0",center,cost of living,en,2024-08-12T01:00:00.000Z,1822800167831044164,1,1,,,33,40,1,0,1,1,1,0,TRUE,0
1686507306614185984,['1686507306614185984'],"The ratings model used by Fitch declined under President Trump and then improved under President Biden, and it defies reality to downgrade the United States at a moment when President Biden has delivered the strongest recovery of any major economy in the world.",center,cost of living,en,2023-08-01T22:40:50.000Z,1686507306614185984,1,1,,,33,9,1,0,1,1,1,0,TRUE,0
1743969431829819766,['1743969431829819766'],"Nimarata Randhawa is a Sikh 

The media is trying to con her off as a Christian to boomers 

That’s why she goes by her more American sounding name too

Good tactic to fool voters, but deceptive. Industry plant - 🐍 https://t.co/mzaIhMOUGp",negative,religion,en,2024-01-07T12:14:48.000Z,1743969431829819766,0.4674666439738974,0.8511929404196638,0.9864356051942912,2.8546116457607688e-05,112,27,1,1,-0.518968961,0.8511643943032061,0.4674666439738974,-1.370133356,TRUE,1.370133356
1668607884119388160,['1668607884119388160'],"FRANCE: ""Christian"" who stabbed toddlers &amp; babies   Turns out to be a ""Muslim"" named Selwan Majd

https://t.co/EMAr6XgjSH",negative,religion,en,2023-06-13T13:14:55.000Z,1668607884119388160,0.7228673394923265,0.8978542961678697,1,1.2487109388329304e-26,133,147,4,1,-0.277132661,0.8978542961678697,0.7228673394923265,-1.174986957,TRUE,1.174986956675543
1767038945475322025,['1767038945475322025'],"Imagine eating a huge meal.
Now imagine eating 2 huge meals in a single day.
Now imagine eating 2 huge meals per day for an entire month.
Now imagine eating 2 huge meals per day for an entire month and calling it ""fasting.""
Welcome to Islam (aka ""Opposite World"").
#Ramadan2024 https://t.co/Wk7Bm8eF1o",negative,religion,en,2024-03-11T04:04:49.000Z,1767038945475322025,0.3489435634915466,0.9948441584024924,0.7736127425043664,0.3526233254665454,13,246,1,1,-0.424669179,0.6422208329359469,0.3489435634915466,-1.066890012,TRUE,1.0668900119487668
1779055776880869839,['1779055776880869839'],"BREAKING:

Video of Australians fleeing in panic after the Islamist terror attack in Sydney.

Several people stabbed to death.

We don’t have to live like this https://t.co/7pertHlNAq",negative,religion,en,2024-04-13T07:55:25.000Z,1779055776880869839,0.4729854344939049,0.9307928241476982,0.6962676768833559,0.1041504737710604,263,275,7,2,-0.223282242,0.8266423503766377,0.4729854344939049,-1.049924593,TRUE,1.0499245927660883
1762508807303757934,"['1762508653435801666', '1762508807303757934']","I see @TIME is going hard into genocide consent manufacturing.

I’ll not hold my breath for the cover piece on Islamophobia—which is at the root of a current fucking genocide. https://t.co/PgezMzs8fQ",positive,religion,en,2024-02-27T16:03:40.000Z,1762508807303757934,0.8703026214343325,0.5494424597510323,1.3514039716496849e-18,0.9999999999998695,80,59,2,1,0.8703026214343325,-0.45055754,0.5494424597510323,1.3208601616831697,TRUE,1.3208601616831697
1760671798776184868,['1760671798776184868'],"When the USA turned away Jewish refugees during the Holocaust…it was the Palestinians that accepted them. When Europe was helping Hitler to achieve the final solutions, many Palestinians were shielded their Jewish neighbours. So why is them that must pay for the West’s crimes?",positive,religion,en,2024-02-22T14:24:03.000Z,1760671798776184868,0.9918399116268224,0.7353327560647821,2.9779020600810474e-16,0.999900569,605,143,2,1,0.9918399116268222,-0.264567813,0.7353327560647821,1.2564077249086392,TRUE,1.2564077249086392
1779194902074577284,"['1779194818117144989', '1779194902074577284']","A jew murdered 6 people in Sydney

I want to make sure we highlight his religion

Because the media won’t

Why would they? You only bring up religion when it’s a Muslim perpetrator 

Plus They turned a blind eye to what ‘they’ have been doing in Gaza

Needless to say I give My https://t.co/fBkcT6SLXk",positive,religion,en,2024-04-13T17:08:15.000Z,1779194902074577284,0.927412803,0.3395346642558174,0.011473743,0.5700701961069495,60,112,1,1,0.9159390601675887,-0.230535532,0.3395346642558174,1.146474592018721,TRUE,1.146474592018721
1752730710522183948,['1752730710522183948'],"MORE THAN 100 BOMB THREATS MADE AGAINST JEWISH COMMUNITY CENTERS

1 ISRAELI TEENAGER WAS RESPONSIBLE FOR THE MAJORITY https://t.co/OMwnQCt7Hn",positive,religion,en,2024-01-31T16:29:00.000Z,1752730710522183948,0.8382226243448345,0.452304654,0.011725045,0.6823165591533316,70,256,3,1,0.8264975796342601,-0.230011905,0.452304654,1.0565094843489478,TRUE,1.0565094843489478
1442277811767713793,['1442277811767713793'],"Why is @RepThomasMassie our 'Antisemite of the Week'? 

- Only R to vote against Iron Defense Dome funding
- Only R to vote against labeling BDS as antisemitic
- Voted AGAINST Holocaust education 
- Trivializes Holocaust with vile COVID comparisons

More: https://t.co/dPBpwHFM1w https://t.co/6UN2G0nctN",center,religion,en,2021-09-27T00:00:01.000Z,1442277811767713793,1,1,,,8,3,1,0,1,1,1,0,TRUE,0
1758925686729855361,['1758925686729855361'],"@jonathansaad101 I’m not demonising anyone and I have no problem with Ashkenazi Jews, i just find it strange that the Nazis were later named after them just like ISIS = Israeli Secret Intelligence Service 

The Zionists are the real enemy of Judaism

I want a world where all religions can live in",center,religion,en,2024-02-17T18:45:37.000Z,1758925686729855361,0.999977405,1,,,52,18,1,0,0.999977405,1,0.999977405,-2.26E-05,TRUE,2.2595438823991287e-05
1811416539213799783,"['1811416515117498772', '1811416539213799783']","NEW:

🇺🇲🇵🇸 Delta Airlines fired the young flight attendant, because he was wearing a badge with the Palestinian flag

More and more Americans are losing their jobs due to the power and control of the Jewish community in the United States. https://t.co/qSFudivEVy",center,religion,en,2024-07-11T15:05:32.000Z,1811416539213799783,1,0.9999680986074144,,,25,21,2,0,1,0.9999680986074144,0.9999680986074144,3.190139258546498e-05,TRUE,3.190139258546498e-05
1760585284448616831,['1760585284448616831'],White Australian children are being subjected to Islamic humiliation rituals by the government. Has anyone EVER seen Muslim children being made to pray in a church? https://t.co/dWvRWGNGhc,center,religion,en,2024-02-22T08:40:16.000Z,1760585284448616831,0.9999536534168636,1,,,11,12,1,0,0.9999536534168636,1,0.9999536534168636,-4.63E-05,TRUE,4.634658313640294e-05
1770486244994105782,['1770486244994105782'],"UNBELIEVABLE: Top healthcare company Mayo Clinic is discriminating against straight white people in their ""inclusive"" hiring practices. 

Even criminals are being prioritized to be hired as nurses.

How does this ensure patients will receive the best medical care possible? https://t.co/xUvYoT6pmO",negative,race,en,2024-03-20T16:23:09.000Z,1770486244994105782,0.4627662004278913,0.99472554,0.8878286843559579,0.1580613891893202,922,202,2,3,-0.425062484,0.8366641512601198,0.4627662004278913,-1.261726635,TRUE,1.2617266351881864
1666804896212082688,['1666804896212082688'],"If a white man stabbed a bunch of Syrian kids, his race would be the entire story 

A Syrian refugee stabbed a bunch of white children in France today
The media: “A man with a knife…”",negative,race,en,2023-06-08T13:50:29.000Z,1666804896212082688,0.7311748469870245,0.9233488700245608,0.8901170091997859,0.001896783,91,82,2,1,-0.158942162,0.9214520869827886,0.7311748469870245,-1.080394249,TRUE,1.080394249
1742290770726736071,['1742290770726736071'],"They booted a gay black women from president of Harvard and replaced her with a Jewish man 

Gay black women are the most valued class in America and can scream about the evils of white men all day long

They have made it clear who they cannot criticize though https://t.co/0PzvzZp5q0",negative,race,en,2024-01-02T21:04:24.000Z,1742290770726736071,0.8313203384090843,0.7467630664377448,0.9996196536842196,0.000134081,173,115,3,1,-0.168299315,0.7466289856550313,0.7467630664377448,-0.914928301,TRUE,0.9149283009301666
1655232038155300864,['1655232038155300864'],"To any Asian, Hispanic, Indian, White (and everyone) residents and taxpayers in California …

How do you feel about funding this with your taxes? https://t.co/JW5meT5f25",negative,race,en,2023-05-07T15:24:05.000Z,1655232038155300864,0.6397086093657754,0.9881805871763302,0.511159679,0.017528793,145,30,1,1,0.1285489307590455,0.970651794,0.6397086093657754,-0.842102864,TRUE,0.8421028635932045
