tweetId,id,text,polarity_condition,topic_condition,edit_history_tweet_ids,created_at,lang,noteFactor_fn,noteFactor_abs
2037954578382000557,2037954578382000557,"Olympic ban on all trans women competing in women’s events is unjustified

They’ve no unfair advantage if they’ve had hormone treatment

It reduces muscle mass, bone density &amp; physical strength &amp; endurance. Their performance declines to that of ‘biological’ women

Individual https://t.co/euBoXRrWbk",positive,lgbt,"['2037946204344979838', '2037954578382000557']",2026-03-28T18:06:49.000Z,en,0.25486863,0.25486863
2068320231370760588,2068320231370760588,"@poltorola 1) Christians in countries with legalized homosexuality have done more harm to queer people, infringed on their rights more, and killed more of them than any of those islamic countries

2) Iran, Nilou’s own inspiration, has legal free trans healthcare

3) I’m queer myself",center,lgbt,['2068320231370760588'],2026-06-20T13:09:05.000Z,en,0.005437257,0.005437257
2066745792182763663,2066745792182763663,"CAITLIN CLARK FLATLY REFUSES TO WEAR LGBT ARMBAND AND SLAMS ""WOKE"" AGENDA!

DO YOU SUPPORT HER? https://t.co/2bqjgphMp4",center,lgbt,['2066745792182763663'],2026-06-16T04:52:49.000Z,en,0.020938537,0.020938537
2032907379109474805,2032907379109474805,"Many people are boycotting me after i said that children should not be exposed to movies or shows featuring LGBTQ themes.

I argued that children should be raised according to “traditional values” and that adults should simply allow kids to enjoy their childhood as children. https://t.co/L5s5y8ynB0",center,lgbt,['2032907379109474805'],2026-03-14T19:51:03.000Z,en,-0.040006567,0.040006567
2066289643717546452,2066289643717546452,"🚨BREAKING: THE FIRST WOMAN TO EVER LEAD THE INTERNATIONAL OLYMPIC COMMITTEE JUST MADE THE DECISION TO BAN TRANSGENDER WOMEN FROM FEMALE EVENTS AT THE OLYMPICS

DO YOU SUPPORT BANNING TRANSGENDER WOMEN FROM FEMALE EVENTS AT THE OLYMPICS?

A. YES 
B. NO https://t.co/QWwnUxOMLg",center,lgbt,['2066289643717546452'],2026-06-14T22:40:15.000Z,en,-0.045207297,0.045207297
2036905319779942584,2036905319779942584,"🚨 BREAKING

The Supreme Court has affirmed that parents have the right to remove their children from curriculum that brainwashes them with LGBTQ+ propaganda. 

This should never have been up for debate in the first place. https://t.co/7CrdCZQ6Nk",center,lgbt,['2036905319779942584'],2026-03-25T20:37:26.000Z,en,-0.056133837,0.056133837
2032022382068535386,2032022382068535386,"A father stops a trans person from entering the women’s toilet because his young daughter is inside.

Was the father right to step in or was he out of line? https://t.co/AZT0f9B7bp",center,lgbt,['2032022382068535386'],2026-03-12T09:14:23.000Z,en,0.061081376,0.061081376
2015202988923711951,2015202988923711951,"Today, DHS law enforcement was conducting a targeted operation in Minneapolis against an illegal alien wanted for violent assault.

During the operation, an individual approached U.S. Border Patrol officers with a 9mm semi-automatic handgun. The officers attempted to disarm the https://t.co/i0bsQY3i5O",negative,immigration,['2015202988923711951'],2026-01-24T23:20:07.000Z,en,-0.6232283,0.6232283
2015120379841298716,2015120379841298716,@RichardHanania no law enforcement has shot an innocent person.  illegals are committing violent crimes everyday.,negative,immigration,['2015120379841298716'],2026-01-24T17:51:52.000Z,en,-0.5768069,0.5768069
2012202324991635495,2012202324991635495,"Law enforcement uses ‘reasonable suspicion’ to make arrests, as protected under the Fourth Amendment to the U.S. Constitution. The Supreme Court has already vindicated us on this position.

A person’s immigration status makes them a target for enforcement, not their skin color, https://t.co/qLKBo8RKhY",negative,immigration,['2012202324991635495'],2026-01-16T16:36:33.000Z,en,-0.53374285,0.53374285
2043724976360968317,2043724976360968317,"Illegal immigrants killed 13,000 Americans in 2024.

The total number of homicides in the US in 2024 was 20,162. 

That's 64% of all murders. https://t.co/rnvdKWen0W",negative,immigration,['2043724976360968317'],2026-04-13T16:16:19.000Z,en,-0.520748513,0.5207485133333333
2049757717212909864,2049757717212909864,"Too many universities are selling immigration, not education. 

Last year, about 250,000 foreign students took up taxpayer-funded student loans to pay for their courses in the UK, worth £4bn. 

This is not fair. 

A @reformparty_uk government will make sure that the British https://t.co/GfjZVI6vGw",negative,immigration,['2049757717212909864'],2026-04-30T07:48:17.000Z,en,-0.5150967,0.5150967
2016298215297974640,2016298215297974640,"🚨 BREAKING: ICE blocked from Ecuadorian consulate in Minneapolis, reports claim illegals are being sheltered inside!

Ecuador turned their consulate into a criminal safe house on U.S. soil.

Expel the diplomats. Raid it. Deport them all. https://t.co/imeKG3WxG2",negative,immigration,['2016298215297974640'],2026-01-27T23:52:10.000Z,en,-0.50645244,0.50645244
2016222191239758090,2016222191239758090,They fucking killed this little girl. They denied medical care to her and killed her. Abolish ICE and lock every guard in that concentration camp up in a cell UNDER the fucking prison. https://t.co/SCth4277dP,positive,immigration,['2016222191239758090'],2026-01-27T18:50:04.000Z,en,0.54606575,0.54606575
2021354035497079056,2021354035497079056,"An autopsy has revealed that a Canadian not only DIED in ICE custody, but his death was PREVENTABLE.

Trump must be impeached!",positive,immigration,['2021354035497079056'],2026-02-10T22:42:11.000Z,en,0.5262483,0.5262483
2039586937590149419,2039586937590149419,"🚨🇺🇸 BREAKING: US citizens in Hawaii beat up an ICE agent for trying to arrest them illegally.

They don’t play games on that island. https://t.co/c6gErCEUPy",positive,immigration,['2039586937590149419'],2026-04-02T06:13:14.000Z,en,0.51480615,0.51480615
2049472760842441162,2049472760842441162,"BREAKING:

The US says it will arrest all people who criticize ICE on social media. https://t.co/jptiaFetBE",positive,immigration,['2049472760842441162'],2026-04-29T12:55:58.000Z,en,0.49795473,0.49795473
2040813967858180378,2040813967858180378,"Being undocumented is not a crime.
Being born is not a crime.
Seeking asylum is not a crime.
Building a life in this country is not a crime.

We won’t let Trump rewrite the law to fit his cruel agenda.",positive,immigration,['2040813967858180378'],2026-04-05T15:29:01.000Z,en,0.4813567,0.4813567
2014544874226307121,2014544874226307121,This carrot farmer has almost a million dollars of carrots to pick but this administration and the fear of ICE ran off all the workers and he will lose his farm. https://t.co/epeC3IUVCw,positive,immigration,['2014544874226307121'],2026-01-23T03:45:01.000Z,en,0.43529536,0.43529536
2013888094349434888,2013888094349434888,"🚨TRUMP EXPOSES THE GLOBALIST LIE ON IMMIGRATION

""They'll keep making up reasons to let in millions of people""

""It doesn't matter what excuse they give, they'll say something somewhere is bad and that's why you can't have a country anymore"" https://t.co/Etc5wEM2Ad",center,immigration,['2013888094349434888'],2026-01-21T08:15:12.000Z,en,0.001216528,0.001216528
2032609562658734469,2032609562658734469,"🚨 BREAKING NEWS….THE LEFT IS ABOUT TO RIOT!!! 

The ICE agent who shot and killed Minnesota anti-ICE agitator Alex Pretti has been found INNOCENT and he used his service weapon in SELF DEFENSE!

Prepare for the “Mostly Peaceful Protests.” 

🙄",center,immigration,['2032609562658734469'],2026-03-14T00:07:38.000Z,en,-0.008922508,0.008922508
2028957362741272931,2028957362741272931,"Video of the week: MAGA legend blocks a paid ICE protester from her gig.  

Watch her rage at the wheel, screaming, banging like a meltdown Maria. Looks exactly like the stereotype. 

Peak self-own: paid to obstruct, ends up obstructed. Comedy gold. https://t.co/kXqoxmXipS",center,immigration,['2028957362741272931'],2026-03-03T22:15:06.000Z,en,-0.016046312,0.016046312
2016288383350325373,2016288383350325373,"🚨”Stranger Things” actor Noah Schnapp compares ICE to Hamas, says illegal immigrants and Israelis “share the same struggle” in interview with Hollywood Reporter https://t.co/BoJAVckd1O",center,immigration,['2016288383350325373'],2026-01-27T23:13:06.000Z,en,0.016780255,0.016780255
2044471454972961117,2044471454972961117,"🚨BREAKING: California Democrats just passed the ""Stop Nick Shirley Act.""

The law is designed to make it illegal for citizen journalists to expose the rampant fraud with immigration service providers.  

🔻Are they worried about protecting immigrants or protecting themselves? https://t.co/XS7VvMPeY4",center,immigration,['2044471454972961117'],2026-04-15T17:42:33.000Z,en,0.023753386,0.023753386
2022347961032913384,2022347961032913384,"JUST IN: A woman set a Kansas City warehouse on fire that was going to be turned into an ICE detention center.

After the fire the property owner said it won’t sell the building to the government.

The rich only listen when their capital is threatened and shit is set on fire. https://t.co/zMpJAZ5o41",center,immigration,['2022347961032913384'],2026-02-13T16:31:41.000Z,en,-0.027228607,0.027228607
2017639636378812591,2017639636378812591,"RFK Jr. says despite people saying that vaccines are not related of autism ""none of the vaccines that are given during the first 6 months of life have ever been tested for autism.""  

https://t.co/6U1X63OXhD",negative,healthcare,['2017639636378812591'],2026-01-31T16:42:29.000Z,en,-0.5988198,0.5988198
2022107827532443811,2022107827532443811,"HUNDREDS of studies now indicate
COVID-19 ""vaccines"" are one of the LARGEST carcinogenic exposures in medical history. https://t.co/PeeBAqyYxr",negative,healthcare,['2022107827532443811'],2026-02-13T00:37:29.000Z,en,-0.52135116,0.52135116
2016954023190950396,2016954023190950396,"Birth control is not needed under any circumstances. Woman can only get pregnant 5 days of the month. And every health issue they put you on it for, can be addressed with lifestyle changes.",negative,healthcare,['2016954023190950396'],2026-01-29T19:18:06.000Z,en,-0.46964732,0.46964732
2052901365349769365,2052901365349769365,"This should stop every parent in their tracks.

In 1994 Japan ended all mandatory vaccines for babies under two years old.  

The outcome? Japan now has one of the lowest infant mortality rates on the planet.  

America? Highest infant mortality of all industrialized nations. https://t.co/9PFSZF237O",negative,healthcare,['2052901365349769365'],2026-05-09T00:00:01.000Z,en,-0.4659141,0.4659141
2025614961959997868,2025614961959997868,"RFK Jr: “Bill Gates has just been indicted”

*CROWD CHEERS*

RFK: “He’s been indicted in the Netherlands for lying to the public about the COVID vaccine.”

*CROWD CHEERS LOUDER*

RFK: “And he’s going to have to go to trial.” https://t.co/Ge7yvy0HVK https://t.co/nZE2yiCs6u",negative,healthcare,['2025614961959997868'],2026-02-22T16:53:35.000Z,en,-0.45746627,0.45746626999999995
2030055833501847644,2030055833501847644,"Mercury in fish - BAD
Mercury in vaccines - Good

Formaldehyde in floors - Bad 
Formaldehyde in vaccines - Good

Glyphosate on food - Bad 
Glyphosate in vaccines - Good

Aluminum in deodorant - Bad 
Aluminum in vaccines - Good

MSG in food - Bad
MSG in vaccines - Good",negative,healthcare,['2030055833501847644'],2026-03-06T23:00:01.000Z,en,-0.4480407,0.4480407
2025036200113766559,2025036200113766559,"Congratulations to all the nurses who held the line &amp; won a contract that puts patients over profits and dignity over corporate greed.

Their victory came from a belief that our healthcare system should serve people, not shareholders.

When working people organize, they win. https://t.co/g89VoW9AQn",positive,healthcare,['2025036200113766559'],2026-02-21T02:33:48.000Z,en,0.5355445,0.5355445
2043602195019678091,2043602195019678091,"You want to ban abortion???

Then force VASECTOMIES at 18. Reversible. Low risk. Zero deaths.

Or is bodily autonomy only for men???

Answer wisely!￼",positive,healthcare,['2043602195019678091'],2026-04-13T08:08:26.000Z,en,0.49385226,0.49385226
2014785971804410061,2014785971804410061,"Gavin Newsom just announced that California will be the first state to join the World Health Organization.

This is in direct defiance of Donald Trump, who just pulled the United States out of the organization. https://t.co/sb14vhbKrR",positive,healthcare,['2014785971804410061'],2026-01-23T19:43:03.000Z,en,0.49015784,0.49015784
2035008470668472461,2035008470668472461,"A 31 y/o Georgia woman has been charged with murder after taking abortion pills just past six weeks pregnant. 

Alexia Moore went to a hospital on December 30 with abdominal pain after taking medications and later delivered a fetus that died. She is the first reported https://t.co/H7UUOPVReD",positive,healthcare,['2035008470668472461'],2026-03-20T15:00:02.000Z,en,0.46348962,0.46348962
2068769932410749379,2068769932410749379,"I saw a comment saying the U.S. is the only country in the World Cup without universal healthcare. And I was like nahhh no way that's accurate. 
20 seconds on the world wide web later, THE UNITES STATES IS THE ONLY COUNTRY IN THE WORLD CUP WITHOUT UNIVERSAL HEALTHCARE.",positive,healthcare,['2068769932410749379'],2026-06-21T18:56:02.000Z,en,0.46010756,0.46010756
2067837054596092030,2067837054596092030,"250 billionaires own half of California GDP.

Taxing them at 2% would save healthcare for millions. Healthcare workers have already compromised from 5%.

85% of VC money came to California in Q1 2026. The capital flight argument is nonsense.

The only reason to oppose this is if",positive,healthcare,['2067837054596092030'],2026-06-19T05:09:07.000Z,en,0.4030308,0.4030308
2058866463109427266,2058866463109427266,"OBAMACARE WAS CREATED TO TRAFFICK CHILDREN — using a 5-digit coding system allows child traffickers to follow kids from birth. CPS (Child Protective Services) has a base in every major hospital (Medical Industrial Complex). 💣👀💣

“THE WHOLE WORLD REVOLVES AROUND CHILD AND HUMAN https://t.co/8boT3DxVkK",center,healthcare,['2058866463109427266'],2026-05-25T11:03:11.000Z,en,-0.004102154,0.004102154
2027140411693969846,2027140411693969846,"This fraud of HPV vaccine on girls must be stopped ... I as a father of a girl born in 2004 (when this fraud started)... when she born, after few weeks- Doctor suggested this unwanted vaccine - I said NO..then Doctor said - why angry, just a suggestion ..I said - NO 😎 https://t.co/WPHb9xaQlS",center,healthcare,['2027140411693969846'],2026-02-26T21:55:11.000Z,en,-0.019591615,0.019591615
2053207384709849239,2053207384709849239,"🚨TRUMP JUST UNLEASHED ELON MUSK AND DOGE ON THE MASSIVE MINNESOTA MEDICAID FRAUD SCANDAL — COMMUNIST TIM WALZ AND CORRUPT ILHAN OMAR ARE ABOUT TO GET THEIR ASSES EXPOSED!

Follow @UnmaskTheSys 

President Trump has officially called in the big guns.

He’s tasking Elon Musk and https://t.co/KxJV43QNZQ",center,healthcare,['2053207384709849239'],2026-05-09T20:16:01.000Z,en,0.020565497,0.020565497
2040935013126918193,2040935013126918193,"A 91 year old woman was arrested for trying to steal medicine for her 88 year old husband.

Would you acquit her? https://t.co/njQOtA2TUA",center,healthcare,['2040935013126918193'],2026-04-05T23:30:00.000Z,en,0.029222965,0.029222965
2044464555326378467,2044464555326378467,"RFK Jr: ""Bill Gates has just been indicted... in the Netherlands for lying to the public about the COVID vaccine.""

""And he's going to have to go to trial."" https://t.co/QH0SFRS5hV",center,healthcare,['2044464555326378467'],2026-04-15T17:15:08.000Z,en,0.036942456,0.036942456
2067622979983307080,2067622979983307080,@Breaking911 Unbelievable.  There are countless medical studies about how much more destructive marijuana is than moderate alcohol use is.  This is an utterly irrational decision.,center,healthcare,['2067622979983307080'],2026-06-18T14:58:27.000Z,en,-0.053610634,0.053610634
2037611108274438264,2037611108274438264,SECRETARY RUBIO: The reason why Cuba doesn’t have oil or fuel is because they want it for free. Cuba is a disaster because their economic system doesn't work. https://t.co/4jl0IkRpJM,negative,cost of living,['2037611108274438264'],2026-03-27T19:21:59.000Z,en,-0.547493,0.547493
2067652478103855158,2067652478103855158,"“There is no 300 Billion Dollar payment to Iran by the U.S. That’s Fake News! All there is for the U.S. is Success, Lower Oil Prices, and Victory. Check out the Stock Market. Dumocrat propaganda at play!!!” - President Donald J. Trump https://t.co/ivJDcNkzWz",negative,cost of living,['2067652478103855158'],2026-06-18T16:55:40.000Z,en,-0.5458901,0.5458901
2046585043263344943,2046585043263344943,"Gas prices: Decrease at the pumps for eighth consecutive day

https://t.co/LEuD84MQxI",negative,cost of living,['2046585043263344943'],2026-04-21T13:41:12.000Z,en,-0.5187814,0.5187814
2024130723003646245,2024130723003646245,"Wages are climbing

Costs are falling

Our economy is thriving

This is the Trump Effect 🔥",negative,cost of living,['2024130723003646245'],2026-02-18T14:35:45.000Z,en,-0.5178832,0.5178832
2051326933342769454,2051326933342769454,Filling up my truck and not complaining about gas prices because I trust my president https://t.co/GNTcCJjWQk,negative,cost of living,['2051326933342769454'],2026-05-04T15:43:47.000Z,en,-0.5175724,0.5175724
2050263027526578550,2050263027526578550,The average American is keeping $288.50 more of their paycheck each month thanks to the Working Families @TaxCuts.,negative,cost of living,['2050263027526578550'],2026-05-01T17:16:12.000Z,en,-0.4774651,0.4774651
2049949333122937068,2049949333122937068,"How do they generate a lot of tax revenue?

They literally have no employees.

The companies that own them pay NO TAX.

And YOU subsidise their electricity costs.

So actually they COST you money. https://t.co/BuH37FuUAK",positive,cost of living,['2049949333122937068'],2026-04-30T20:29:41.000Z,en,0.53737223,0.53737223
2044566257811193983,2044566257811193983,"Tesla paid $0 in federal income taxes in 2025, despite making $5.7 billion.

This Tax Day, remember that you have paid more in taxes than a multi-billion dollar company—all thanks to corporate tax breaks from Trump’s One Big Beautiful Bill.",positive,cost of living,['2044566257811193983'],2026-04-15T23:59:16.000Z,en,0.5215801,0.5215801
2057084694991114514,2057084694991114514,"Jeff Bezos paid $500M for his super-yacht and $75M for his super-yacht’s mini-yacht — both of which he’s allowed to write-off on his taxes.

That alone would cover $180 in classroom supplies for every public school teacher in the U.S. https://t.co/rruas0wVF7",positive,cost of living,['2057084694991114514'],2026-05-20T13:03:04.000Z,en,0.51809937,0.51809937
2041118698639945809,2041118698639945809,"The UK does not have a welfare problem. 

It's got a corrupt politician and corrupt political elite problem. 

It's got a billionaire problem. 

Tax the rich. https://t.co/JeBbPNxRhk",positive,cost of living,['2041118698639945809'],2026-04-06T11:39:54.000Z,en,0.4857713,0.4857713
2045913560014885342,2045913560014885342,"If you paid even one penny in federal income taxes on your income last year, then you paid more than Tesla.

Here's why. https://t.co/WYqYMnWnkk",positive,cost of living,['2045913560014885342'],2026-04-19T17:12:58.000Z,en,0.46255875,0.46255875
2047306788836667731,2047306788836667731,Being able to deduct your mortgage from your taxes but not your rent is a form of class warfare.,positive,cost of living,['2047306788836667731'],2026-04-23T13:29:10.000Z,en,0.46098778,0.46098778
2011986754627387863,2011986754627387863,Chinese investors now own 67% of Australian homes &amp; they dodge taxes. https://t.co/pqOKVXg7iX,center,cost of living,['2011986754627387863'],2026-01-16T02:19:57.000Z,en,-0.009644793,0.009644793
2056848180910891440,2056848180910891440,"This needs to be posted from time to time. Bottom line, the more you build the more housing costs. Correlation is not causation but my god! https://t.co/i92uZ4dcU5",center,cost of living,['2056848180910891440'],2026-05-19T21:23:15.000Z,en,-0.005937451,0.005937451
2052548863492272396,2052548863492272396,"NOW - Trump: ""You know what's happened today?! Gas prices are way down, and the stock market is way up today!"" https://t.co/lOywfJkvYF",center,cost of living,['2052548863492272396'],2026-05-08T00:39:18.000Z,en,0.012801736,0.012801736
2052135182979977694,2052135182979977694,"🚨WALMART JUST BOLTED FROM NEW YORK CITY — CANCELS ALL 8 PLANNED “NEIGHBORHOOD MARKETS” BECAUSE MAMDANI’S COMMUNIST TAX GRAB WOULD FORCE THEM TO CHARGE NEARLY $3 FOR A CANDY BAR!

The company made the brutal but necessary call after looking at the new administration’s https://t.co/l15xCQZ2Ql",center,cost of living,['2052135182979977694'],2026-05-06T21:15:29.000Z,en,-0.013623618,0.013623618
2038685980300108067,2038685980300108067,"🚨SHOCKING IRS EARTHQUAKE — 16th Amendment Is A Fraud! $330 Trillion Stolen: INCOME TAX WAS NEVER LEGAL — Here’s The Proof They Hid Since 1985!

🚨 EXPLOSIVE IRS SCANDAL REVEALED! The 16th Amendment was NEVER legally ratified—meaning every dollar you’ve paid in income tax since https://t.co/jMBirsGzxT",center,cost of living,['2038685980300108067'],2026-03-30T18:33:09.000Z,en,-0.03633429,0.03633429
2034400685371081055,2034400685371081055,"Britain is spending £460 million building a 60 metre wildlife bridge over the A417 dual carriageway in Gloucestershire, for animals to cross.

That’s a £7.6 million per metre deer crossing.

It would be funny if it wasn't our tax payer money being wasted, meanwhile real problems https://t.co/IByPfXP6GX",center,cost of living,['2034400685371081055'],2026-03-18T22:44:55.000Z,en,-0.040254407,0.040254407
2018962731425239041,2018962731425239041,75% of England's Mayors are muslim. What's going on? https://t.co/Gat4SpR6ZP,negative,religion,['2018962731425239041'],2026-02-04T08:20:00.000Z,en,-0.5778722,0.5778722
2058187125112156204,2058187125112156204,"During the NFL draft, Abdul Carter (@1NCRDB1) wore an Islamic political chain while his family showed up in full burqas.

Funny how Abdul loves shoving his religion and politics down America’s throat but melts down when his teammate Jackson Dart (@JaxsonDart) attends a Trump https://t.co/u3YEwDeHqB https://t.co/b1xrO4S62Z",negative,religion,['2058187125112156204'],2026-05-23T14:03:44.000Z,en,-0.5547376,0.5547376
2023767447590064459,2023767447590064459,"Woman chilling on a park bench with her dog when a Muslim man walks up, motions her to leave, raises his hand to smack the dog and she snaps ""Don't hit my dog!""

He responds with a full beheading gesture pointed right at the pup. 

Liberals elected these people to run things. https://t.co/nGe5CSdmmG",negative,religion,['2023767447590064459'],2026-02-17T14:32:13.000Z,en,-0.5510635,0.5510635
2019817692161798164,2019817692161798164,"🚨50 MILLION MUSLIMS NOW LIVE IN EUROPE

In the year 2000, it was less than 500,000

If we don't stop this we will soon be joining the caliphate

That is the reality of the situation

We're in the end game now

https://t.co/4jnFqNj736",negative,religion,['2019817692161798164'],2026-02-06T16:57:18.000Z,en,-0.5326535,0.5326535
2038293464421691402,2038293464421691402,"@mhdksafa If the Islamists get a nuclear weapon, they will use it immediately. By ICBM to New York if possible; by truck to Tel Aviv if not. 

The USA has had nuclear weapons for eighty years and has never used one. 

Which side should the U.N. be worried about?",negative,religion,['2038293464421691402'],2026-03-29T16:33:26.000Z,en,-0.48914275,0.48914275
2044112430670721535,2044112430670721535,"You’ve got to be kidding me. 

Meanwhile he hasn’t lifted a finger to help persecuted Christians in Syria and Nigeria… 

Very dangerous. https://t.co/1n0ExttMq6",negative,religion,['2044112430670721535'],2026-04-14T17:55:55.000Z,en,-0.46977574,0.46977574
2009783869499728020,2009783869499728020,"When protesters burn a mosque in their Muslim country, it is a clear proof that they are not protesting, but being ordered by a foreign non-Muslim power to topple their own leadership..

I believe that the US and Israeli occupation who are leading the protests in #Iran",positive,religion,['2009783869499728020'],2026-01-10T00:26:29.000Z,en,0.568128,0.568128
2019095493540999307,2019095493540999307,I have a feeling that a lot more Muslims around the world would support the Iranian protests for freedom and democracy if so many members of the pro-regime change Iranian diaspora weren’t such raging Islamophobes. https://t.co/9m0S66Ks9c,positive,religion,['2019095493540999307'],2026-02-04T17:07:33.000Z,en,0.511558395,0.511558395
2066229248239562974,2066229248239562974,Unhinged Jewish woman who claimed to be IDF soldier attacks Muslims in London https://t.co/YdvJHtQbOo,positive,religion,['2066229248239562974'],2026-06-14T18:40:16.000Z,en,0.4685375,0.4685375
2041920238510317941,2041920238510317941,"Most American Muslims aren't immigrants. They're born and raised here. And they're not that different from the Republican base when it comes to questions of homosexuality, gender, and family. We don't ask Republicans to ""assimilate"" into American liberal culture. 1/ https://t.co/5LXPsMXyQo",positive,religion,['2041920238510317941'],2026-04-08T16:44:56.000Z,en,0.45563892,0.45563892
2017608736903147670,2017608736903147670,Islam is incompatible with the Epstein files.,positive,religion,['2017608736903147670'],2026-01-31T14:39:42.000Z,en,0.44960925,0.44960925
2016511641827914005,2016511641827914005,"NOW - Tucker Carlson speaking in Riyadh: ""I'm, for whatever it's worth, a pretty fervent Christian and I feel completely comfortable here in the seat of Islam... and  just saying that is a threat somehow to some people who are propagandists and liars."" https://t.co/spOQDrRsn7",positive,religion,['2016511641827914005'],2026-01-28T14:00:15.000Z,en,0.41831216,0.41831216
2038073710993674647,2038073710993674647,"This is a billboard in Houston, Texas. It’s despicable that we, as a Christian nation, tolerate the blatant worshiping of demonic idols and false gods across our land. https://t.co/Usy6hTLQiu",center,religion,['2038073710993674647'],2026-03-29T02:00:12.000Z,en,0.002446371,0.002446371
2011478828896370911,2011478828896370911,"🚨🇬🇧 England - This is Shocking ‼️

“I thought I was very clear - you are not allowed dogs” 

“This is a guide dog for my blind mother - do you understand?”

Dogs are considered Haram in the Muslim World and this supposed landlord takes extreme offence to this Man’s Mother having https://t.co/kneGWGSBpx",center,religion,['2011478828896370911'],2026-01-14T16:41:38.000Z,en,0.003265899,0.003265899
2066223100258087186,2066223100258087186,The New York #Knicks star Jalen Brunson married a Jewish woman in 2023 and then 3 years later wins a rigged NBA championship. All sports are rigged and controlled by certain groups... https://t.co/S3XiOQi6iK,center,religion,['2066223100258087186'],2026-06-14T18:15:50.000Z,en,-0.004813001,0.004813001
2030205240713122081,2030205240713122081,"Canadian/American and Hindu cultures have zero similarities.

This is the Ganges River, which Hindus refer to as their “mother”.

If this is how they treat their mother imagine how they will treat us. https://t.co/QwBGr2iZR4",center,religion,['2030205240713122081'],2026-03-07T08:53:43.000Z,en,0.006341233,0.006341233
