tweetId,noteId,classification,summary
2056742394112929947,2056861146276106368,MISINFORMED_OR_POTENTIALLY_MISLEADING,"No classmates have publicly claimed the two shooters were transgender or in a romantic relationship.     When asked for a source, @Amuse said, ""I’m the source.""    The names of the shooters were released, but no public reports confirm transgender status.    https://apnews.com/article/islamic-center-san-diego-shooting-mosque-hate-d81d87793aa3eea836d45a9d5b1f297b    https://x.com/amuse/status/2056827891095146780?s=20"
2018962731425239041,2019016841020965213,MISINFORMED_OR_POTENTIALLY_MISLEADING,"England has 27 directly elected mayors with executive powers, only 3 of whom (11%) are Muslim. The post cherry-picks mostly ceremonial council mayors from diverse areas, not representative of all mayors. https://en.wikipedia.org/wiki/Directly_elected_mayors_in_England https://www.reuters.com/fact-check/viral-post-about-number-muslim-mayors-uk-is-misleading-2024-06-12"
2041118698639945809,2041147173178343642,MISINFORMED_OR_POTENTIALLY_MISLEADING,"UK number is not comparable with other European countries    They include spend like healthcare, long term care etc    The UK number is purely pensions and benefits    This makes the image highly misleading    OBR agrees  https://obr.uk/box/international-comparisons-of-health-related-welfare-spending-and-generosity/"
2016954023190950396,2017257991204917471,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Medically inaccurate. Cycles and ovulation timing vary, so pregnancy risk is not limited to a predictable 5 days. Sperm can live up to 5 days, and ovulation can shift monthly. Hormonal birth control also treats conditions like endometriosis, PCOS, heavy bleeding, and PMDD.    https://my.clevelandclinic.org/health/articles/10132-menstrual-cycle"
2039759163870343353,2040041480190865724,MISINFORMED_OR_POTENTIALLY_MISLEADING,"""the IOC aims to ban transgender women from future Olympic games""    This is patently incorrect. Males have been banned from female events. ""transgender women"" are not banned from Olympic events.    Women's Olympic sports limited to biological females from 2028     https://www.bbc.co.uk/sport/olympics/articles/cdj7dgvlj0no    https://www.olympics.com/ioc/news/international-olympic-committee-announces-new-policy-on-the-protection-of-the-female-women-s-category-in-olympic-sport"
2067652478103855158,2067655072771920098,MISINFORMED_OR_POTENTIALLY_MISLEADING,"“Point 6 — $300 Billion Reconstruction Plan for Iran The MOU says:  ""The United States of America undertakes, with regional partners, to develop a definitive mutually agreed plan with at least USD 300 Billion”    https://www.cnn.com/2026/06/17/middleeast/us-iran-war-mou-text-intl    https://www.foxnews.com/politics/read-it-full-text-us-iran-memorandum-understanding     "
2013888094349434888,2013927221405090189,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This video is AI-altered. In his actual Sep 2, 2025 speech, which is what this video is based on, Trump never said those words.    https://www.youtube.com/watch?v=qn2K3UyIsEo  Transcript:  https://rollcall.com/factbase/trump/transcript/donald-trump-remarks-space-force-relocation-alabama-september-2-2025/"
2038293464421691402,2038359891409068289,MISINFORMED_OR_POTENTIALLY_MISLEADING,The United States is in fact the only country in history to have used nuclear weapons on another country.     https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki
2012042341612396897,2012172559249232251,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Lies. Fans are only chanting “1,2,3 viva l’Algerie” which is their famous slogan.   Algerian fans anger is only directed towards referees/CAF they think is corrupted (hence the money at the end of the video). Their federation actually filed a complaint against that.     https://m.youtube.com/watch?v=XjT7fsHGjI8    https://www.leparisien.fr/sports/football/finale-de-la-can-2019-mais-d-ou-vient-le-slogan-one-two-three-viva-l-algerie-17-07-2019-8119002.php    https://sportnewsafrica.com/articles/afcon-2025-algeria-files-complaint-against-senegalese-referee-after-their-elimination"
2027140411693969846,2027294011887960191,MISINFORMED_OR_POTENTIALLY_MISLEADING,HPV vaccine is given for adolescent girls and boys of pre-puberty age. The age is typically 10-14 years.  It is not given for newborns. Newborns are given HepB (Hepatitis B) which is a completely different vaccine.  https://www.cdc.gov/hpv/hcp/vaccination-considerations/index.html
2024130723003646245,2024168909205655664,MISINFORMED_OR_POTENTIALLY_MISLEADING,False.     Studies shows wages are down: https://www.epi.org/publication/47-ways-trump-has-made-life-less-affordable-in-his-first-year/    https://cepr.net/publications/many-deserving-low-wage-workers-lose-out-under-new-trump-rule/    Costs are up: https://m.youtube.com/watch?v=StGYIbeC52E    https://www.nbcnews.com/news/amp/rcna257424    And the overall state of the economy is not as resilient as stated by the Trump administration:  https://www.factcheck.org/2026/02/trump-oversells-recent-u-s-economic-growth/  
2017639636378812591,2017952898315898937,MISINFORMED_OR_POTENTIALLY_MISLEADING,"False. Rigorous global studies of 5.6M+ children, including in Denmark, Japan, and Australia, specifically track infant vaccines (HepB, DTaP) given in the first 6 months. Decades of data confirm no link to autism.  https://en.ssi.dk/news/news/2025/large-danish-study-no-link-between-vaccines-and-autism-or-49-other-health-conditions  https://www.who.int/news/item/11-12-2025-statement-gacvs-vaccines-autism  https://skai.org.au/childhood/questions/what-about-autism  https://publichealth.jhu.edu/2025/vaccines-do-not-cause-autism  https://www.aap.org/en/news-room/fact-checked/fact-checked-vaccines-safe-and-effect-no-link-to-autism/  "
2016298215297974640,2016341160248410582,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Article 31 of Vienna Convention on Consular Relations provides that the consular premises are inviolable, this means that the host nation may not enter the consular premises and must protect the premises from intrusion or damage.    https://legal.un.org/ilc/texts/instruments/english/conventions/9_2_1963.pdf    https://en.wikipedia.org/wiki/Vienna_Convention_on_Consular_Relations"
2066223100258087186,2066504273882419658,MISINFORMED_OR_POTENTIALLY_MISLEADING,"On May 30th, Truth Seeker picked the Spurs to win the NBA Finals.    https://x.com/_TruthZone_/status/2060925137990328535"
2027134197630988392,2027340638757286160,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Trans athletes are not banned from sports, just required to compete with other athletes of the same sex like everyone else.     https://x.com/iandprior/status/2027162287769784432"
2030055833501847644,2030388054117269596,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The trace amount of these elements/compounds found in vaccines are not dangerous for you.    https://www.hhs.gov/immunization/basics/vaccine-ingredients/index.html#:~:text=Ingredients%20are%20used%20during%20the,from%20growing%20in%20the%20vaccine.    MSG is safe to consume:    https://www.mayoclinic.org/healthy-lifestyle/nutrition-and-healthy-eating/expert-answers/monosodium-glutamate/faq-20058196  "
2016288383350325373,2016516401935052953,MISINFORMED_OR_POTENTIALLY_MISLEADING,This is fake information. The actor Noah Schnapp never have said anything about that. His last interview with Hollywood Reporter is about the coming out of his character in Stranger Things.  https://www.hollywoodreporter.com/tv/tv-features/stranger-things-noah-schnapp-will-coming-out-scene-finale-interview-1236461234/
2052901365349769365,2053135792063627535,MISINFORMED_OR_POTENTIALLY_MISLEADING,"In 1994 Japan reclassified childhood vaccines from mandatory to recommended but maintained high uptake rates of 95-99%, similar to or higher than the US. Its low infant mortality is due to universal healthcare and other factors, not reduced vaccination. https://apnews.com/article/fact-check-japan-us-infant-mortality-data-vaccines-958016270455 https://fullfact.org/health/Japan-US-vaccine-comparisons"
2035008470668472461,2035069443907133617,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The post states the woman took abortion pills ""just past six weeks pregnant,"" but medical records and the arrest warrant estimate the pregnancy at 22-24 weeks gestation.    https://apnews.com/article/georgia-abortion-murder-arrest-alexia-moore-ecb75e42da2af63d8000b2feb019a516"
2049757717212909864,2049803722436296765,MISINFORMED_OR_POTENTIALLY_MISLEADING,"EU students studying in the UK generally do not qualify for government tuition fee loans or maintenance support, unless they have pre settled or settled status under EU Settlement Scheme.  International non-EU students are not eligible for a student loan from the UK Government https://www.ucas.com/international/international-students/financial-information-for-international-students/what-finance-options-are-available-if-i-want-to-study-in-the-uk#:~:text=the%20UKCISA%20website.-,Student%20finance,%2C%20including%20non%2DEU%20students."
2023859016485781841,2023889879394857405,MISINFORMED_OR_POTENTIALLY_MISLEADING,This is a misleading claim by Crockett. The same darker tone filter is used throughout the entire 30 second ad regardless of who is on the screen. Her skin is not being targeted or darkened.     Ad in the link below.     https://x.com/bradj_TX/status/2019414500416582140?s=20
2011478828896370911,2011513357967270399,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The video is a scripted comedic skit from TikTok account @whathappened.official, not a real incident in England. https://www.tiktok.com/@whathappened.official https://x.com/grok/status/2011507364327821795"
2064450977009213826,2064495208323317894,MISINFORMED_OR_POTENTIALLY_MISLEADING,This is not Karmelo Anthony's mother.    This is YouTuber NiqueAtNite    None of the attributed quotes appear in this clip.    https://www.youtube.com/live/MZiz7Ze4tyY?si=v30tSwxWsTRtxU3r
2036892542676144131,2036985872772719103,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This is not Breaking News; the Supreme Court decision was issued June 27, 2025, almost 9 months from the date of those post. Link to the decision: https://www.supremecourt.gov/opinions/24pdf/24-297_4f14.pdf"
2055452255545933938,2055806517291471323,MISINFORMED_OR_POTENTIALLY_MISLEADING,Massie’s shortened clip omits context.    He highlighted racial disparities in false NICS denials to push for better data and fewer unjust 2nd Amendment restrictions. His NICS Data Reporting Act passed the House unanimously.      https://x.com/i/status/2055762499102814705
2051326933342769454,2051389223949771004,MISINFORMED_OR_POTENTIALLY_MISLEADING,Important Context:     OP previously complained about gas prices and blamed it on the Governor of California Gavin Newsom     https://x.com/tonyxtwo/status/1975221275074445331
2021354035497079056,2021630271691567604,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Johnny Noviello was a convicted drug trafficker that died in federal custody from ingesting Ethylene Glycol prior to his detention, which he did not disclosed to authorities, and is not easily treatable without that information.    https://wwwn.cdc.gov/TSP/MMG/MMGDetails.aspx?mmgid=82&toxid=21    https://www.theglobeandmail.com/canada/article-johnny-noviello-ice-custody-death-preventable-autopsy-experts  "
2023767447590064459,2024179646774878402,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Missing context: this is a video from Alanya, Türkiye of a man whom local media reported was intoxicated and mentally unwell arguing with a woman in November 2025. Local media reported the incident went viral and Turks were outraged by the drunk man’s actions.     https://www.pembepusula.org/amp/haber/bankta-kopegiyle-oturan-yerlesik-yabanci-kiz-cocugu-hayatinin-sokunu-yasadi/378577/ "
2024103395024392545,2024183920661520595,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The women's singles figure skating event has not yet concluded; Amber has not yet finished in any position. Amber sits in 13th at the end of the short program, but the free skate does not take place until 2/19. Standings often change dramatically after free skates.    https://www.olympics.com/en/milano-cortina-2026/schedule?utm_source=google&utm_campaign=dp_google&utm_content=schedules    https://chiquesport.com/blogs/guides/figure-skating-short-vs-long-program-explained?srsltid=AfmBOor4s6I87W4VgZzOl77qUegSP6PQ6DEcjEL-mSvvOi9TOJ4KKWE6"
2058187125112156204,2058224173663584680,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Carter's chain spells ""INCRDBL"" for his nickname ""Incredible"" and is not an ""Islamic political chain."" https://www.on3.com/pro/news/abdul-carter-pays-homage-to-religious-roots-with-special-nfl-draft-outfit/"
2025667098714739006,2025786263240913277,MISINFORMED_OR_POTENTIALLY_MISLEADING,No evidence found that Alysa Liu said this quote about trans people. It appears to originate from a chain of satirical X posts. https://x.com/centristpeater/status/2025577125504315701
2043602195019678091,2043708412043649061,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Vasectomy is intended as permanent sterilization. Reversal is possible via surgery but costly, with pregnancy success rates of 30-76% that decline the longer since the procedure (e.g., lower after 8-15 years).    https://www.mayoclinic.org/tests-procedures/vasectomy/about/pac-20384580    https://my.clevelandclinic.org/health/procedures/15459-vasectomy-reversal    https://pmc.ncbi.nlm.nih.gov/articles/PMC8255399/"
2067837054596092030,2067947612297150615,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Billionaires do not ""own"" half of California's GDP; their combined wealth equals roughly half the value of the state's annual GDP, which measures the market value of newly produced goods and services rather than owned assets. https://www.nytimes.com/interactive/2026/05/26/opinion/wealth-tax-california-billionaire.html https://en.wikipedia.org/wiki/Gross_domestic_product"
2011986754627387863,2012037226666864819,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Chinese investors own 67% of foreign-owned Australian residential properties (around 27,000 out of more than 40,000), not 67% of all Australian homes (over 10.8 million total). https://www.brokernews.com.au/news/breaking-news/chinese-buyers-snap-up-lions-share-of-foreignowned-aussie-homes-288763.aspx https://www.abs.gov.au/statistics/industry/building-and-construction/estimated-dwelling-stock/latest-release"
2040935013126918193,2041098834395250778,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The story of a 91-year-old woman arrested for stealing medicine for her husband is false. No evidence of such an event exists. It's a viral hoax, sometimes using AI-generated media.    https://www.snopes.com/fact-check/91-year-old-arrested-medicine  https://www.yahoo.com/news/articles/fact-check-no-evidence-helen-075812569.html  https://www.indiatimes.com/trending/did-a-91-year-old-woman-named-helen-miller-get-arrested-for-stealing-medicines-for-her-husband-heres-the-truth-behind-viral-story/articleshow/125242071.html"
2059106745373352239,2059265181973164489,MISINFORMED_OR_POTENTIALLY_MISLEADING,"General Colin Powell's name was not removed from the Arlington National Cemetery website. While the cemetery removed group categories by race and gender, individual biographies for Powell and other notable figures remained accessible throughout the site's update. https://www.politifact.com/factchecks/2025/mar/25/tweets/gen-colin-powell-appeared-on-arlington-national-ce/"
2019095493540999307,2019128974581067788,MISINFORMED_OR_POTENTIALLY_MISLEADING,"What Iranians express is not Islamophobia, but Islamotrauma, shaped by decades of violent enforcement of Islamic rules, including the killing of civilians for non-compliance. Opposing clerical coercion and theocracy reflects lived trauma under religious rule.    https://www.nbcnews.com/news/world/iran-police-shot-woman-trying-seize-car-hijab-law-violation-activists-rcna166704    https://www.theguardian.com/global-development/2022/sep/16/iranian-woman-dies-after-being-beaten-by-morality-police-over-hijab-law  https://news.un.org/en/story/2022/09/1127471  "
2020960914934202661,2021562035801116872,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The Spanish language is indigenous to Spain, which is in Europe.  It is not indigenous to America.  https://en.wikipedia.org/wiki/Spain"
2036905319779942584,2036944061710352403,MISINFORMED_OR_POTENTIALLY_MISLEADING,The Supreme Court decided this case (Mahmoud v. Taylor) in June of 2025.    https://www.supremecourt.gov/opinions/24pdf/24-297_4f14.pdf    https://www.scotusblog.com/2025/06/court-allows-parents-to-opt-their-children-out-of-school-lessons-involving-lgbtq-themes/
2038073710993674647,2038389173678174588,MISINFORMED_OR_POTENTIALLY_MISLEADING,"First, The 1797 Treaty of Tripoli establishes that the U.S. is 'not, in any sense, founded on the Christian religion.' Same for Texas.    Secondly, the event the billboard advertises happened in 2024. It is not a current billboard.    https://firstamendment.mtsu.edu/article/1797-treaty-of-tripoli/    https://www.houstonchronicle.com/news/houston-texas/religion/article/houston-hindu-community-celebrates-india-s-ram-18617586.php"
2049949333122937068,2050292662507598313,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Loudon County, VA gets almost half its tax revenue from data centers. Its economist says they “provide tax revenue, and they don’t put a drain on services. It’s really a perfect industry for a fast-growing community.”    Electricity rates are 31% lower than national average.    https://www.city-journal.org/article/loudoun-county-virginia-data-centers-construction    https://www.energysage.com/local-data/electricity-cost/va/loudoun-county/"
2019817692161798164,2019972245712429300,MISINFORMED_OR_POTENTIALLY_MISLEADING,"The Muslim population in Europe in 2000 was 37 million (5.1% of the total population.      The source video conflates Europe with Western Europe, but even in Germany alone the Muslim population was 3.2 million in 2000.    https://www.pewresearch.org/religion/2011/01/27/future-of-the-global-muslim-population-regional-europe/    https://soerenkern.com/pdfs/islam/MuslimPopulationEurope1950-2020.pdf   "
2025614961959997868,2025746506238795914,MISINFORMED_OR_POTENTIALLY_MISLEADING,False: the rumor that Bill Gates was indicted in the Netherlands related to the COVID vaccine was from 2024. It was not true.     https://factcheck.afp.com/doc.afp.com.36MK7B4
2022107827532443811,2022277044139086333,MISINFORMED_OR_POTENTIALLY_MISLEADING,"There is no evidence COVID-19 vaccines cause cancer or are a major carcinogenic exposure, contrary to the claim of ""hundreds of studies."" https://www.cancer.gov/about-cancer/coronavirus/covid-19-vaccines-people-with-cancer https://www.mayoclinic.org/diseases-conditions/coronavirus/in-depth/coronavirus-myths/art-20485720"
2016222191239758090,2016496815567147023,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This terrible tragedy happened in 2023 under President Biden. The agency was Customs and Border Protection, not ICE.    https://www.nytimes.com/2025/05/01/us/migrant-girl-death-cbp-damages.html    https://www.google.com/amp/s/www.borderreport.com/hot-topics/immigration/15m-lawsuit-filed-in-2023-death-of-girl-in-cbp-custody-in-south-texas/amp/"
2025036200113766559,2025258083044188426,MISINFORMED_OR_POTENTIALLY_MISLEADING,The NewYork-Presbyterian Hospital is not a corporation and does not have shareholders.    It is a nonprofit academic medical center in New York City.     https://en.wikipedia.org/wiki/NewYork-Presbyterian_Hospital
2044112430670721535,2044116929695363131,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Pope Leo XIV advocated for peace and interfaith dialogue during his Algeria visit but did not say ""We should perhaps be a little less fearful of Islam."" This quote is absent from the linked article and official reports.    https://www.lifesitenews.com/news/pope-leo-xiv-calls-algiers-mosque-space-proper-to-god-makes-silent-prayer-with-imam/    https://www.vaticannews.va/en/pope/news/2026-04/pope-leo-apostolic-journey-algeria-grand-mosque-algiers-dialogue.html    https://www.americamagazine.org/vatican-dispatch/2026/04/13/pope-leo-algeria-peace"
2043684847370047538,2043695062115061954,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Korean Americans armed themselves to defend businesses during the 1992 LA riots, but no evidence shows they killed over 40 rioters. Total deaths: 63, with few if any by Korean vigilantes.    https://en.wikipedia.org/wiki/1992_Los_Angeles_riots  https://www.upi.com/Archives/1992/05/03/List-of-deaths-related-to-LA-riots/5385704865600  https://en.wikipedia.org/wiki/Rooftop_Koreans"
2064072901695877340,2064716142845796684,MISINFORMED_OR_POTENTIALLY_MISLEADING,Stating the USA is the worst in the Americas for trans people is incorrect. Based on data gathered from Trans murder monitoring places south of the USA are more dangerous for trans people based on Per Capita numbers.    https://transmurdermonitoring.tgeu.org/page/ob3t637cj67/trans-murder-monitoring
2022347961032913384,2022376096944046559,MISINFORMED_OR_POTENTIALLY_MISLEADING,The fire was started after the company which owns the building had announced they would not be selling the property to the government to be used as an ICE facility.     https://www.kctv5.com/2026/02/13/woman-tried-torch-warehouse-after-ice-detention-facility-sale-cancelled-police-say/    https://www.kctv5.com/2026/02/12/platform-ventures-will-not-move-forward-with-selling-building-ice-detention-center/
2066229248239562974,2066559069263917196,MISINFORMED_OR_POTENTIALLY_MISLEADING,There is nothing in this clip to suggest this woman is Jewish or has served in the IDF.   https://x.com/PaliNewsNetwork/status/2066229248239562974/video/1?s=61  
2032907379109474805,2033065128115994774,MISINFORMED_OR_POTENTIALLY_MISLEADING,"Keanu Reeves has no official social media accounts and has not made this statement about LGBTQ themes in media. The account posting this is a fan account, not Reeves. Fake statements are often attributed to him.    https://www.hollywoodreporter.com/business/digital/hollywood-celebrity-impersonation-scam-1236309121 https://www.factcheck.org/person/keanu-reeves/"
2043724976360968317,2043877602788577699,MISINFORMED_OR_POTENTIALLY_MISLEADING,"ICE's 13,099 figure is not 13,000 murders by illegal immigrants in 2024. It is the cumulative total of noncitizens with homicide convictions (over decades, many in U.S. prisons) on the non-detained docket as of July 2024.    https://www.bbc.com/news/articles/cz04y0371lvo  https://www.usatoday.com/story/news/factcheck/2024/11/22/ice-data-convicted-criminals-biden-fact-check/75810228007/"
2032575368977101031,2032629564044681665,MISINFORMED_OR_POTENTIALLY_MISLEADING,"This video shows an August 2024 event at New College of Florida (not Florida College), where books mostly on LGBTQ+ topics were discarded amid controversy over state policies. No direct DeSantis order, not focused on Black/Native American history, and not recent.    https://apnews.com/article/books-dumped-new-college-of-florida-desantis-21d3bbda902291cafdade0f34b029583  https://www.ncf.edu/news/statement-on-the-removal-of-books-and-library-materials  https://www.heraldtribune.com/story/news/education/2024/08/15/new-college-of-florida-throws-away-hundreds-of-library-books-diversity-lgbtq/74814756007"
2052135182979977694,2052201844466696359,MISINFORMED_OR_POTENTIALLY_MISLEADING,Walmart has zero stores in New York City and never announced such plans. Apparently both the story and the quote are from satirical content (Facebook also). Note the image is a generic 2014 photo. (list of Walmart stores at time of Mamdani inauguration https://archive.is/PjL7q )  
2061759253489099129,2061784509142446498,MISINFORMED_OR_POTENTIALLY_MISLEADING,This omits key context. The screenshot is from a thread where Badenoch said racial equality requires “moving beyond platitudes and stereotypes” and criticised polarising language. Her recent comment rejected both slogans: “Black Lives Matter” and “White Lives Matter.”  https://x.com/KemiBadenoch/status/2061735363127730232  https://x.com/KemiBadenoch/status/1269635306371911680
2028957362741272931,2028992643955396721,MISINFORMED_OR_POTENTIALLY_MISLEADING,This video is not of an Anti-Ice protestor.  This is a video of a woman upset about traffic being held up by a crossing guard during school pick up.  The crossing guard can be seen at 0:26 in the video.  The original video is as old as Oct. 2025     https://www.facebook.com/watch/?v=4094716064109881  https://www.instagram.com/reel/DQSbA2ZD_5y/?hl=en
